Heste_navn;Navn;Id_nr;inntjent;Dato
Denise F. Boko;Denise F. Boko (NL);30092905;1.655.255;2019-02-23
Hades Håleryd;Hades Håleryd (S);30090540;866.277;2019-02-23
Frozen Sun;Frozen* (S);30090161;54.000;2019-02-23
World Peace;Forever Peace;30091002;0;2019-02-22
Nimbus Tile;Nimbus;124202;0;2019-02-22
Greed;Tanita's Breed;129374;5.652;2019-02-22
Reiremo Ruggen;Best Ruggen;30083646;0;2019-02-22
N.Y. Make It Count;N.Y. Look At Me;30067154;0;2019-02-22
Muscle Mack;Muscle Mack* (US);30098618;390.264;2019-02-22
Emma Buitenzorg;Emma Buitenzorg (NL);30100003;172.420;2019-02-22
Spirit Yankee;Spirit Yankee* (S);30110563;140.940;2019-02-22
Nashville Yankee;Nashville Yankee* (S);30110564;61.322;2019-02-22
Tiller;Tiller (S);30111317;301.477;2019-02-22
Place Your Bet;Place Your Bet (S);30107020;364.362;2019-02-22
Ajax Miguan;Ajax Miguan (S);30104724;0;2019-02-22
Hazil Boko;Hazil Boko (S);30105460;156.229;2019-02-22
Hands Up;Hands Up (NL);30113276;150.894;2019-02-22
Ivan;Ivan* (S);30114351;169.966;2019-02-22
Le Vicomte;Le Vicomte (S);30116598;330.094;2019-02-22
Dayenne Lane;Dayenne Lane (NL);30118145;357.060;2019-02-22
Do it Fass;Do it Fass* (FR);30118619;174.292;2019-02-22
Bless You;Bless You (DK);30115457;61.487;2019-02-22
Bivo Torkdahl;Bivo Torkdahl (DK);30114879;331.994;2019-02-22
Chris K.;Chris K. (DK);30115020;126.550;2019-02-21
A Child;A Child (DK);30115543;69.344;2019-02-21
Will Power;Will Power (DE);30118742;29.630;2019-02-21
Euklid A.T.;Euklid A.T. (RS);30118324;192.094;2019-02-21
Merkulov;Merkulov (S);30117522;50.166;2019-02-21
Bikila;Bikini D.K.* (DK);30113403;54.935;2019-02-21
David K.;David K. (S);30112066;39.622;2019-02-21
Happy N.L.;Happy N.L. (NL);30112343;83.809;2019-02-21
Lea R.B.;Lea R.B.* (S);30112710;57.915;2019-02-21
Call Me Fancy;Call Me Fancy* (S);30119803;38.901;2019-02-21
Persimmon Face;Persimmon Face* (S);30120372;204.554;2019-02-21
Cavaca;Cavaca (DK);30119187;134.893;2019-02-21
C.R. Seven;C.R. Seven (DK);30118743;75.079;2019-02-21
Red Chili Runner;Red Chili Runner* (S);30107029;54.771;2019-02-21
Berglund Oda;Berg Oda;30106933;60.552;2019-02-21
Teknodiva;Teknodiva* (S);30106667;123.709;2019-02-21
Noble Dancer;Noble Dancer* (S);30107858;179.201;2019-02-21
Carlos Milo;Carlos Milo* (S);30107336;540.445;2019-02-21
Ejakval Boko;Ejakval Boko (NL);30110948;243.476;2019-02-21
Eye Of The Tiger N.L.;Eye Of The Tiger N.L. (NL);30110156;469.623;2019-02-21
Very Esterel;Very Esterel (DK);30108821;574.741;2019-02-21
Ashtanga;Ashtanga* (S);30099895;14.470;2019-02-21
Sajama;Sajama (S);30099818;36.000;2019-02-21
Eglise Boko;Eglise Boko (S);30099894;189.500;2019-02-21
Miss Point;Miss Point*;30097424;54.674;2019-02-21
H.G.Braga;H.G.Braga* (S);30100376;67.916;2019-02-21
Wikipeaks;Wikipeaks (DK);30100414;372.156;2019-02-21
Frankie Lobell;Frankie Lobell (NL);30104096;400.876;2019-02-21
Straight Life;Sweet Life;30069362;0;2019-02-21
Carmula One;Formula One* (US);30068681;53.526;2019-02-21
Cabriolet;Kapriol Face* (S);30076786;33.797;2019-02-21
Roberto D.K.;Roberto D.K. (DK);30076693;627.000;2019-02-21
Larry S.E.;Larry S.E. (S);30084662;207.979;2019-02-21
Langlands Balder;Neslands Balder;122443;0;2019-02-21
Kjennesgodtut;Sergodtut;30020791;0;2019-02-21
Lella Syster;Labella Star;30053877;53.634;2019-02-21
Johnny Boy F.;Johnny Boy F. (US);30090418;220.000;2019-02-21
Lovisa Trot;Lovisa Trot* (S);30092000;372.345;2019-02-21
Arn Brodde;Arn Brodde (S);30089974;249.203;2019-02-21
A Million To One;A Million To One (S);30089017;189.000;2019-02-21
To Be A Star;Wanna be a Star* (S);30095244;43.500;2019-02-21
Desire S.E.;Desire S.E. (S);30095231;439.818;2019-02-21
Tyson Hastrup;Tyson Hastrup (DK);30094895;147.392;2019-02-21
Veggie Hanover;Veggie Hanover (US);30095571;250.153;2019-02-21
Önas Julius;Önas Julius (S);30088973;438.597;2019-02-20
Tuff Enuff;Tuff Enuff (S);30091228;430.500;2019-02-20
C.C. Boy;C.C. Boy*;30053260;369.804;2019-02-20
Diesolo de la Lune;Joie De La Lumiere;30028880;0;2019-02-20
Joke Ribb;Jo Jo Ribb (S);30085272;76.282;2019-02-20
Børke Billie;Børke Bertine;30077846;0;2019-02-20
Rem Odin;Rem Odin*;30067402;348.402;2019-02-20
Nad Al Sheba;Al Dente* (S);30104115;355.000;2019-02-20
Tiria Jet;Tiria Jet (IT);30099990;228.663;2019-02-20
Rasken Q.C.;Rasken Q.C. (S);30108275;154.403;2019-02-20
Tuileries;Tuileries (DK);30108265;353.001;2019-02-20
Babycat;Babycat (DK);30105612;230.980;2019-02-20
Global Tycoon;Global Tycoon (S);30118841;22.666;2019-02-20
Delicious Babe;Delicious Babe (DK);30119030;25.858;2019-02-20
Västerbo Whistler;Västerbo Whistler* (S);30112690;122.763;2019-02-20
Sycamore Broline;Sycamore Broline* (S);30113813;77.921;2019-02-20
M.S. Triple J.;M.S. Triple J. (US);30115983;397.995;2019-02-20
Skytten Lisl;Skytten Lisl (S);30115271;363.520;2019-02-20
Global U.Neverknow;Global U.Neverknow (S);30115325;195.539;2019-02-20
Silversmith A.C.;Silversmith A.C. (S);30114959;110.280;2019-02-19
Ciku Brogård;Ciku Brogård (DK);30114897;43.939;2019-02-19
Happy Dragon;Happy Dragon (DE);30112335;156.050;2019-02-19
Iasi;Iasi (DE);30119258;210.820;2019-02-19
Thundering Lover;Thundering Lover (US);30119390;436.686;2019-02-19
Upstart at Home;Upstart at Home (S);30119983;181.114;2019-02-19
Carl Lewis;Carl Lewis (NL);30104945;554.741;2019-02-19
Cirkeline C.N.;Cirkeline C.N. (DK);30108623;78.500;2019-02-19
Beenthere Donethat;Beenthere Donethat (DK);30109657;185.022;2019-02-19
Gigi Follo;Gigi Follo (S);30110949;293.237;2019-02-19
Going Transs R.;Going Transs R. (NL);30110705;331.269;2019-02-19
Ursula D.;Ursula D. (DK);30099806;341.787;2019-02-19
Air Speed;Air Speed (DK);30099520;145.500;2019-02-19
Touch My Shadow;Touch My Shadow (DK);30099426;421.504;2019-02-19
Hoogerland;Hoogerland (DE);30097242;350.588;2019-02-19
Tom Tom des Agets;Tom Tom des Agets (FR);30096953;735.242;2019-02-19
Al B. Back Zet;Al B. Back Zet (S);30103249;234.778;2019-02-19
Trento;Trento (DK);30100815;260.307;2019-02-19
Pøylefanten;Viljefanten;30077527;117.500;2019-02-19
Broadway Blaze;Broadway Blaze (US);30091034;350.755;2019-02-19
Silas Hovmand;Silas Hovmand (DK);30090310;601.049;2019-02-19
Delec Hanover;Delec Hanover (US);30095772;502.000;2019-02-19
Iron Lion Zion;Iron Lion Zion (DE);30096208;96.500;2019-02-19
See U. Soon D.K.;See U. Soon D.K. (DK);30094847;254.059;2019-02-19
The Special One U.S.;The Special One U.S. (US);30094097;546.500;2019-02-19
Prøv Hr. Siem;Prøv Hr. Siem (DK);30085339;122.576;2019-02-18
Inchgower Level;Inchgower Level (S);30084952;733.504;2019-02-18
Vesle Sjur;Vesle Sjur (S);30046488;1.270.078;2019-02-18
Finnskog Fokus;Finnskog Foxy;30039491;1.273.414;2019-02-18
Hallo Again;Hallo Again (DE);30100280;490.336;2019-02-18
Sugar Road;Sugar Road (S);30100041;181.567;2019-02-18
Espagna Frejo;Espagna Frejo (NL);30103238;110.612;2019-02-18
Seabreeze Ås;Seabreeze Ås (US);30097390;356.867;2019-02-18
Västerbo Sea Star;Västerbo Sea Star* (S);30108604;149.814;2019-02-18
Absolutelynoexcuse;Absolutelynoexcuse (DK);30114697;231.709;2019-02-18
Explosive Lane;Explosive Rain* (S);30113819;793.013;2019-02-16
Harley D.E.;Harley D.E. (DE);30113006;251.540;2019-02-16
Falcon Dragon;Falcon Dragon (DE);30111846;505.624;2019-02-16
Ecu De Mieloui;Ecu De Mieloui* (FR);30115512;94.952;2019-02-16
Raleigh;Raleigh* (DK);30116624;463.563;2019-02-16
Welcome S.E.;Welcome S.E. (S);30109285;596.389;2019-02-16
Tiller;Tiller (S);30111317;297.477;2019-02-16
Tip Esterel;Tip Esterel (DK);30099136;695.659;2019-02-16
Imperium Bo;Imperium Bo (DE);30099622;242.877;2019-02-16
Exit River;Exit River (S);30101959;202.308;2019-02-16
In Håleryd;In Håleryd (S);30101817;482.119;2019-02-16
Guy Fanatic;Guy Fanatic (NL);30102577;152.184;2019-02-16
Daarom Well;Daarom Well (NL);30102416;257.033;2019-02-16
Luxury Tile;Luxury Tile (S);30100079;464.076;2019-02-16
Miss Åslanda;Miss Åslanda* (S);30100433;640.874;2019-02-16
Time for Money;Time for Money (S);30100701;222.128;2019-02-16
Tangen Piril;Hanse Piril;30036573;1.001.987;2019-02-16
S.J.'s Victoria;S.J.'s Victoria (S);30085428;675.500;2019-02-16
Trust Boom Bay;Trust Boom Bay (DK);30094778;526.918;2019-02-16
Pompano Reza;Pompano Reza (S);30095233;223.690;2019-02-16
Soros Kronos;Soros Kronos* (S);30095435;246.249;2019-02-16
Edson Boko;Edson Boko (NL);30095331;297.447;2019-02-16
Kemas Starlight;Kemas Starlight (S);30095275;452.392;2019-02-16
Solstrålen D.K.;Solstrålen D.K. (DK);30090372;763.413;2019-02-16
Saturn;Saturn (DK);30092052;147.985;2019-02-16
Troll Solen;Vill Solen;30089135;1.129.200;2019-02-16
Royaldoodle;Royaldoodle (S);30089519;438.840;2019-02-16
Simoni's Kaj;Simoni's Kaj (DK);30088925;168.962;2019-02-15
Fender Boko;Fender Boko (S);30088539;233.500;2019-02-15
N.Y. Make It Count;N.Y. Look At Me;30067154;0;2019-02-15
Sirikit;Siriuz;30008758;258.636;2019-02-15
Circe des Emois;Circe des Emois (FR);30109560;164.280;2019-02-15
Coventina va Bene;Coventina va Bene (S);30104482;111.000;2019-02-15
Tres Bien I.T.;Tres Bien I.T. (IT);30105712;182.158;2019-02-15
Exciting Chip;Exciting Chip (S);30107263;208.000;2019-02-15
Xita Lavec;Xita Lavec (S);30112684;168.760;2019-02-15
Elvis Ruda;Elvis Ruda (S);30112253;156.854;2019-02-14
Believe La Marc;Believe La Marc (DK);30114786;97.742;2019-02-14
Tigerdrottningen;Tigerdrottningen (S);30113629;46.336;2019-02-14
Le Vicomte;Le Vicomte (S);30116598;327.094;2019-02-14
Will Power;Will Power (DE);30118742;27.630;2019-02-14
C.R. Seven;C.R. Seven (DK);30118743;73.079;2019-02-14
Gassman's Evert;Gassman's Evert* (S);30115707;366.832;2019-02-14
Ila Håleryd;Ila Håleryd (S);30115019;281.211;2019-02-14
Chris K.;Chris K. (DK);30115020;121.550;2019-02-14
Vendace;Vendace (S);30119467;3.000;2019-02-14
Cavaca;Cavaca (DK);30119187;132.893;2019-02-14
Place Your Bet;Place Your Bet (S);30107020;350.362;2019-02-14
Paddington Face;Paddington Face (S);30107884;348.424;2019-02-14
Among Hastrup;Among Hastrup (DK);30106085;393.548;2019-02-14
Garfieldz Prinze;Garfieldz Prinze (S);30111309;309.944;2019-02-14
Welcome S.E.;Welcome S.E. (S);30109285;596.389;2019-02-14
Cabelino;Cabelino (S);30109127;68.500;2019-02-14
Very Esterel;Very Esterel (DK);30108821;570.741;2019-02-14
Frankel D.E.;Frankel D.E. (DE);30107933;329.160;2019-02-14
Don di Quattro;Don di Quattro (S);30108126;466.157;2019-02-14
El Toro Boko;El Toro Boko (S);30100719;116.235;2019-02-14
Verona Mile;Verona Mile (DK);30100055;244.197;2019-02-14
Toledoss;Toledoss (IT);30100024;140.613;2019-02-14
Wikipeaks;Wikipeaks (DK);30100414;372.156;2019-02-14
Wayne Brogård;Wayne Brogård (DK);30104252;533.373;2019-02-14
Eglise Boko;Eglise Boko (S);30099894;186.500;2019-02-14
On Stride;On Stride (US);30072318;429.473;2019-02-14
Sylv Svarta;Sylv Stjerna;30087855;317.500;2019-02-14
A Million To One;A Million To One (S);30089017;189.000;2019-02-14
Waikiki Man;Waikiki Man (DK);30091914;573.989;2019-02-14
Sidsel;Sidsel (DK);30095461;400.833;2019-02-14
Tyson Hastrup;Tyson Hastrup (DK);30094895;131.392;2019-02-14
Denise F. Boko;Denise F. Boko (NL);30092905;1.650.255;2019-02-13
Västerbo Amaretto;Quantum Amaretto* (S);30091022;43.211;2019-02-13
Winmecredit;Winmecredit* (US);30076773;5.255.390;2019-02-13
Mama's Real Deal;The Real Deal;30067045;2.000;2019-02-13
Top Secret Face;Top Surprise;30065320;5.212;2019-02-13
Joke Ribb;Jo Jo Ribb (S);30085272;76.282;2019-02-13
Greed;Tanita's Breed;129374;2.652;2019-02-13
Doctor Joe;Doctor Joe (S);30098229;343.334;2019-02-13
Donatomite;Donatomite (US);30103938;1.937.277;2019-02-13
Ivar Sånna;Ivar Sånna (S);30101036;3.836.964;2019-02-13
Watchdog;Watchdog* (S);30120026;43.375;2019-02-13
Concerto De Lou;Concerto De Lou (FR);30115166;122.155;2019-02-13
Skytten Lisl;Skytten Lisl (S);30115271;360.520;2019-02-13
M.S. Triple J.;M.S. Triple J. (US);30115983;394.495;2019-02-13
Merkulov;Merkulov (S);30117522;50.166;2019-02-13
Wunder's Caviar;Wunder's Caviar (S);30114577;42.500;2019-02-13
Västerbo Whistler;Västerbo Whistler* (S);30112690;117.763;2019-02-13
Tedo O.K.;Tedo O.K. (IT);30111969;164.329;2019-02-12
Karen Victory;Karen Victory* (S);30114696;38.662;2019-02-12
Abby Sisa;Abby Sisa (DK);30113690;59.782;2019-02-12
Divine The Best;Divine The Best* (FR);30117473;36.609;2019-02-12
Tors Spik;Tors Spik* (S);30115803;30.044;2019-02-12
Select Step;Select Step (S);30119991;70.544;2019-02-12
Hallo Again;Hallo Again (DE);30100280;490.336;2019-02-12
Sajama;Sajama (S);30099818;31.000;2019-02-12
Västerbo Sea Star;Västerbo Sea Star* (S);30108604;149.814;2019-02-12
Ricochet Face;Ricochet Face (S);30109913;371.531;2019-02-12
O.M. Ebony;O.M. Erinus (S);30106080;52.688;2019-02-12
Uendy Z.S.;Uendy Z.S. (IT);30105060;428.048;2019-02-12
Lady L.S.;Glady L.;30008851;62.732;2019-02-12
Cabriolet;Kapriol Face* (S);30076786;30.797;2019-02-12
Lovisa Trot;Lovisa Trot* (S);30092000;368.845;2019-02-12
Viktor på Knecken;Miss Pa* (S);30086708;423.955;2019-02-12
Sally Doc;Sally Doc (S);30094780;130.292;2019-02-12
To Be A Star;Wanna be a Star* (S);30095244;40.000;2019-02-12
Desire S.E.;Desire S.E. (S);30095231;436.818;2019-02-12
Krusina;Krusina* (S);30094648;194.243;2019-02-11
Queasy;Queasy (S);30095408;1.968.334;2019-02-11
Golden Mile;Good Smile;30089535;44.012;2019-02-11
Fidji Rags;Sugar Rags;30078863;122.207;2019-02-11
From Dust to Dawn;Princess Of The Dawn;133160;1.623.699;2019-02-11
C. Brillianto;C. Brillianto (DK);30107988;185.500;2019-02-11
Sangria Knight;Sangria Knight (S);30113834;479.961;2019-02-11
Quick Tilly;Quick Tilly (S);30111990;243.310;2019-02-11
Guccio Fortuna;Guccio Fortuna (DE);30115997;165.219;2019-02-10
Dandy du Metz;Dandy du Metz (FR);30115467;83.627;2019-02-10
Somewifesomewhere;Somewifesomewhere* (S);30119962;90.272;2019-02-10
Tracy Kronos;Tracy Kronos (IT);30104909;393.264;2019-02-10
Speed and Power;Speed and Power (S);30107928;35.000;2019-02-10
Rolls Royal;Rolls Royal (S);30107367;111.373;2019-02-10
Digital Star;Digital Star (S);30099124;312.949;2019-02-10
Prøv Hr. Siem;Prøv Hr. Siem (DK);30085339;122.576;2019-02-10
Viking Ivi;Winner Ivi;30077289;102.063;2019-02-10
Texas Bonheur;Texas Bonheur (FR);30069539;77.000;2019-02-10
Call the Judge;Call the Judge (S);30090159;159.015;2019-02-10
Stjerne Bo;Stjerne Bork;30089453;264.000;2019-02-10
Edson Boko;Edson Boko (NL);30095331;291.447;2019-02-10
Whistleblower;Whistleblower (S);30095723;78.035;2019-02-10
Dante Kievitshof;Dante Kievitshof (DE);30094170;218.393;2019-02-10
Joe Frazier;Joe Frazier (S);30094188;283.355;2019-02-10
Trust Boom Bay;Trust Boom Bay (DK);30094778;526.918;2019-02-09
Grace Yoga;Grace Yoga* (S);30095956;153.756;2019-02-09
Radieux;Radieux (IT);30095396;3.475.108;2019-02-09
Hades Håleryd;Hades Håleryd (S);30090540;860.277;2019-02-09
Solstrålen D.K.;Solstrålen D.K. (DK);30090372;763.413;2019-02-09
Annie's Boy;Annie's;30057322;608.500;2019-02-09
Touch My Shadow;Touch My Shadow (DK);30099426;421.504;2019-02-09
Air Speed;Air Speed (DK);30099520;145.500;2019-02-09
Tom Tom des Agets;Tom Tom des Agets (FR);30096953;735.242;2019-02-09
Hopeful Tooma;Hopeful Tooma (S);30097239;393.147;2019-02-09
Trento;Trento (DK);30100815;260.307;2019-02-09
Carl Lewis;Carl Lewis (NL);30104945;554.741;2019-02-09
Syoss;Syoss (DE);30109206;376.950;2019-02-09
American Cheque;American Cheque (US);30109455;710.880;2019-02-09
Upstart at Home;Upstart at Home (S);30119983;161.114;2019-02-09
A Child;A Child (DK);30115543;69.344;2019-02-09
Gigolo N.L.;Gigolo N.L.* (NL);30116827;172.111;2019-02-09
Urra' Del Rio;Urra' Del Rio (IT);30118382;44.800;2019-02-09
Happy Dragon;Happy Dragon (DE);30112335;156.050;2019-02-09
Explosive Lane;Explosive Rain* (S);30113819;783.013;2019-02-09
Glennis Attack;Glennis Attack (DE);30113728;175.508;2019-02-09
Balaine;Balaine (DE);30113730;225.248;2019-02-08
Absolutelynoexcuse;Absolutelynoexcuse (DK);30114697;226.709;2019-02-08
Aspire;Aspire (S);30112886;89.850;2019-02-08
By Far Thetoughest;By Far Thetoughest (S);30111818;80.438;2019-02-08
Moe Jokern;Moe Jokern* (S);30119309;26.298;2019-02-08
Ethiopia River;Ethiopia River (NL);30108020;226.999;2019-02-08
Rasken Q.C.;Rasken Q.C. (S);30108275;154.403;2019-02-08
Havik di Quattro;Havik di Quattro (S);30104749;12.000;2019-02-08
Alice Road;Alice Road (S);30105952;3.000;2019-02-08
Babycat;Babycat (DK);30105612;222.980;2019-02-08
Alberte Hastrup;Alberte Hastrup (DK);30107061;82.610;2019-02-08
Jasmin Sund;Jasmin Sund (S);30100382;77.500;2019-02-08
Sugar Road;Sugar Road (S);30100041;178.567;2019-02-08
Amazing S.H.;Amazing S.H. (DK);30100111;308.119;2019-02-08
Tulle Ringhøj;Tulle Ringhøj (DK);30102620;304.419;2019-02-08
Emma Buitenzorg;Emma Buitenzorg (NL);30100003;172.420;2019-02-08
Tiria Jet;Tiria Jet (IT);30099990;225.663;2019-02-08
Trytobe;Try To Copy* (S);30053564;301.953;2019-02-08
Egge Odin;Egge Odin*;30043798;492.890;2019-02-08
Don Juan D.K.;Don Julio;30022193;12.698;2019-02-08
Ouster Hanover;Ouster Hanover (US);30077562;234.045;2019-02-08
Pompano Reza;Pompano Reza (S);30095233;219.690;2019-02-08
Doremi;Doremi (S);30093801;299.053;2019-02-08
Escaped;Escaped (NL);30095230;183.546;2019-02-07
Wanna be a Star;Wanna be a Star* (S);30095244;111.860;2019-02-07
Edson Boko;Edson Boko (NL);30095331;291.447;2019-02-07
Veggie Hanover;Veggie Hanover (US);30095571;245.153;2019-02-07
Løvland Spøken;Løvland Estrella;30090846;393.448;2019-02-07
Suncane Harvester;Suncane Harvester* (S);30089416;121.474;2019-02-07
Hillarys Revenge;Lady Revenue;30089471;96.000;2019-02-07
Scot Ganymede;Scot Ganymede* (S);30090157;122.714;2019-02-07
Victoria Lund;Victoria Lund (DK);30089720;256.782;2019-02-07
Larry S.E.;Larry S.E. (S);30084662;207.979;2019-02-07
Hof Lodin;Hof Luring;30071992;14.500;2019-02-07
Broadway;Tanita's Broadway;30035880;89.065;2019-02-07
Seabreeze Ås;Seabreeze Ås (US);30097390;353.867;2019-02-07
Respect;Respect (S);30101999;107.399;2019-02-07
Espagna Frejo;Espagna Frejo (NL);30103238;107.612;2019-02-07
Nad Al Sheba;Al Dente* (S);30104115;339.000;2019-02-07
Birk Faks;Birk Trollfaks;30104121;2.000;2019-02-07
Merles Rapida;Merles Rapida* (S);30107325;96.293;2019-02-07
Noble Dancer;Noble Dancer* (S);30107858;174.201;2019-02-07
Tres Bien I.T.;Tres Bien I.T. (IT);30105712;179.158;2019-02-07
Hazil Boko;Hazil Boko (S);30105460;156.229;2019-02-07
Frankel D.E.;Frankel D.E. (DE);30107933;324.160;2019-02-07
Enjoy the World;Enjoy the World (S);30110593;70.669;2019-02-07
Nashville Yankee;Nashville Yankee* (S);30110564;56.322;2019-02-07
Watchdog;Watchdog* (S);30120026;43.375;2019-02-07
David K.;David K. (S);30112066;32.622;2019-02-07
Xita Lavec;Xita Lavec (S);30112684;161.760;2019-02-07
Tigerdrottningen;Tigerdrottningen (S);30113629;46.336;2019-02-07
Bikila;Bikini D.K.* (DK);30113403;40.936;2019-02-07
Brainy;Brainy (DK);30115400;53.889;2019-02-07
Humble Hill;Humble Hill* (NL);30117784;449.197;2019-02-06
Amigo Cortina;Amigo Cortina (DE);30116958;165.500;2019-02-06
Floris Baldwin;Floris Baldwin (NL);30112270;786.735;2019-02-06
Farah Diba River;Farah Diba River (NL);30107197;337.200;2019-02-06
Luxury Tile;Luxury Tile (S);30100079;449.076;2019-02-06
Ivar Sånna;Ivar Sånna (S);30101036;3.831.964;2019-02-06
Muscle Mack;Muscle Mack* (US);30098618;390.264;2019-02-06
Flirtin Beach;Flirtin Salt;30056247;852.509;2019-02-06
Bork Oda;Bork Odin;132083;127.500;2019-02-06
Monfalcone;Monfalcone* (S);30088107;946.901;2019-02-06
Fairyman;Fairyman* (S);30096793;342.564;2019-02-06
Desire S.E.;Desire S.E. (S);30095231;433.818;2019-02-05
Sincerus;Sincerus*;30093793;43.013;2019-02-05
Sot;Sot* (S);30088926;388.560;2019-02-05
Quantanamera;Quantanamera* (S);30087754;1.729.167;2019-02-05
Emotion U.M.;Mocha Motion* (US);30090433;0;2019-02-05
Sagi Per;Sagi Skøiar;125767;69.174;2019-02-05
Arc en Ciel;En Enkelt;30052695;94.949;2019-02-05
Carmula One;Formula One* (US);30068681;46.527;2019-02-05
S.J.'s Victoria;S.J.'s Victoria (S);30085428;659.500;2019-02-05
Macho Look;Macho Look* (S);30079307;1.018.720;2019-02-05
Drömsaga;Skogans Drömtös (S);30079355;85.947;2019-02-05
Vitality;Vitality* (DK);30102072;255.223;2019-02-05
Bullsängs MånaLisa;Bullsängs MånaLisa* (S);30107022;166.706;2019-02-05
Fame's Hall;Fame's Hall* (S);30108981;88.938;2019-02-05
Witty;Witty* (S);30112107;188.545;2019-02-05
Lea R.B.;Lea R.B.* (S);30112710;57.915;2019-02-05
Cotton Club;Cotton Club* (S);30114760;241.278;2019-02-05
Legend Seeker;Legend Seeker* (S);30116304;47.001;2019-02-05
Euklid A.T.;Euklid A.T. (RS);30118324;184.094;2019-02-05
Concerto De Lou;Concerto De Lou (FR);30115166;114.155;2019-02-05
Select Step;Select Step (S);30119991;67.544;2019-02-05
Sangria Knight;Sangria Knight (S);30113834;474.961;2019-02-04
Veams Last Athos;Veams Last Athos (S);30113692;5.000;2019-02-04
Crusable;Crusable* (S);30112191;50.034;2019-02-04
Uposatha;Uposatha* (S);30104993;306.990;2019-02-04
T.K. Torden;T.K.'s Victory;30098439;0;2019-02-04
From Dust to Dawn;Princess Of The Dawn;133160;1.607.699;2019-02-04
Tao Elda;Tao Jenta;30020578;958.302;2019-02-04
Prayer Ås;Prayer Ås (S);30087218;578.585;2019-02-04
Odinson V.A.;Odinson V.A.*;30088073;203.639;2019-02-04
Simoni's Kaj;Simoni's Kaj (DK);30088925;168.962;2019-02-02
Radieux;Radieux (IT);30095396;3.440.108;2019-02-02
Ghazi B.R.;Sharif B.R.;30022832;1.062.000;2019-02-02
Bork Oda;Bork Odin;132083;127.500;2019-02-02
