Heste_navn;Navn;Id_nr;inntjent;Dato
In Håleryd;In Håleryd (S);30101817;414.619;2018-12-27
Seek and Destroy;Seek and Destroy* (S);30101350;631.020;2018-12-27
Pirat Pia;Pirat Pia* (S);30102376;87.852;2018-12-27
Jaanus Tooma;Jaanus Tooma* (S);30102460;501.515;2018-12-27
Brasil;Brasil (DK);30100729;243.361;2018-12-27
Arild Mølgård;Arild Mølgård (DK);30100724;160.327;2018-12-27
Global Tess;Global Tess* (S);30111350;269.123;2018-12-27
American Cheque;American Cheque (US);30109455;706.380;2018-12-27
Cirkeline Day;Cirkeline Day (DK);30108839;107.260;2018-12-27
Southwind Gizzel;Southwind Gizzel (US);30108041;516.037;2018-12-27
C. Brillianto;C. Brillianto (DK);30107988;159.500;2018-12-27
Merles Rapida;Merles Rapida* (S);30107325;86.763;2018-12-27
Ultimo Tango;Ultimo Tango (S);30107809;373.922;2018-12-27
Daddy's Angel;Daddy's Angel (S);30107906;195.000;2018-12-27
Hercules Boko;Hercules Trotter;30054585;99.812;2018-12-27
Isabelle Boko;Isabelle* (FI);30059761;220.549;2018-12-27
Fruska Am;Am Risar;30053251;238.232;2018-12-27
Vesle Sjur;Vesle Sjur (S);30046488;1.270.078;2018-12-27
K.E.Marinen;E.K. Elden;30035559;122.800;2018-12-27
Tourmalet;Tourbillon;30020841;534.247;2018-12-27
Dan Mølgård;Dan Pål;129765;85.606;2018-12-27
Caroline K.;Carolina K.;129961;473.879;2018-12-27
Cadillac Shadow;Smooth Cadillac;30083650;94.389;2018-12-27
Bellfaks;Bellfaks*;30066603;814.637;2018-12-27
Let's Go Tooma;Let's Go Crazy;30074037;64.927;2018-12-27
Hades Håleryd;Hades Håleryd (S);30090540;846.277;2018-12-27
Monfalcone;Monfalcone* (S);30088107;959.176;2018-12-27
Prayer Ås;Prayer Ås (S);30087218;568.585;2018-12-27
Troll Tara;Troll Tara*;30089600;89.446;2018-12-27
Yaganashi;Ganador;30089190;244.224;2018-12-27
Smedsbo Faksen;Smedsbo Faksen* (S);30096331;1.386.489;2018-12-27
Deepak Am;Deepak Am* (S);30112709;208.126;2018-12-27
Stålvilma;Stålvilma* (S);30114224;72.698;2018-12-27
Sycamore Broline;Sycamore Broline* (S);30113813;58.201;2018-12-27
Bastian Lendalund;Bastian Lendalund (DK);30116263;247.776;2018-12-27
State of Indiana;State of Indiana (S);30118926;38.155;2018-12-27
Elsa C.B.;Elsa C.B.* (S);30119602;258.113;2018-12-27
Amigo Cortina;Amigo Cortina (DE);30116958;141.500;2018-12-26
Tors Spik;Tors Spik* (S);30115803;31.147;2018-12-26
Global U.Neverknow;Global U.Neverknow (S);30115325;141.539;2018-12-26
O'Hara Garbo;O'Hara Garbo* (S);30113812;63.856;2018-12-26
Ivan;Ivan* (S);30114351;159.597;2018-12-26
Västerbo Whistler;Västerbo Whistler* (S);30112690;100.681;2018-12-26
Vollanfaks;Vollanfaks* (S);30112509;399.348;2018-12-26
Bambinos Hope;Bambinos Hope* (S);30112730;107.183;2018-12-26
Stepping For You;Stepping For You (S);30112329;153.548;2018-12-26
Kicki Tooma;Wicki;30084548;19.971;2018-12-26
Hot Rod;Hot Rocky;126501;0;2018-12-26
Watchdog;Watch Up;30023656;9.386;2018-12-26
Flying Garbo;Neverending Garbo (DK);30043422;70.723;2018-12-26
Hyllstoftas Ella;Ella Viktoria;30056396;19.600;2018-12-26
Hazil Boko;Hazil Boko (S);30105460;156.229;2018-12-26
Rasken Q.C.;Rasken Q.C. (S);30108275;154.403;2018-12-26
Jasmin Sund;Jasmin Sund (S);30100382;74.000;2018-12-26
Cara Maris;Cara Maris* (FR);30103499;65.000;2018-12-26
Touch My Shadow;Touch My Shadow (DK);30099426;410.504;2018-12-25
Air Speed;Air Speed (DK);30099520;131.000;2018-12-25
Explosive Lane;Explosive Lane (NL);30097237;763.013;2018-12-25
Frankel D.E.;Frankel D.E. (DE);30107933;312.160;2018-12-25
Cirkeline C.N.;Cirkeline C.N. (DK);30108623;78.500;2018-12-25
Gigi Follo;Gigi Follo (S);30110949;287.737;2018-12-25
Iron Lion Zion;Iron Lion Zion (DE);30096208;93.500;2018-12-25
Delec Hanover;Delec Hanover (US);30095772;490.000;2018-12-25
Charming Boom Bay;Trust Boom Bay (DK);30094778;35.679;2018-12-25
Silas Hovmand;Silas Hovmand (DK);30090310;579.049;2018-12-25
Thai Eros;Eros Barsk;30093021;0;2018-12-25
Larry Joe;Larry Joe (DE);30111612;104.845;2018-12-25
Ciku Brogård;Ciku Brogård (DK);30114897;43.939;2018-12-25
Gassman's Evert;Gassman's Evert* (S);30115707;369.002;2018-12-23
Urra' Del Rio;Urra' Del Rio (IT);30118382;27.800;2018-12-23
Tahiti Lady;Tahiti Lady (S);30111902;104.877;2018-12-23
Wunder's Caviar;Wunder's Caviar (S);30114577;31.500;2018-12-23
Hands Up;Hands Up (NL);30113276;104.894;2018-12-23
Conrads Carl;Conrads Carl (S);30113395;33.094;2018-12-23
Bianca Sisa;Bianca Sisa (DK);30113691;118.433;2018-12-23
Trespasser;Trespasser (S);30089018;399.000;2018-12-23
Royaldoodle;Royaldoodle* (S);30089519;420.840;2018-12-23
Önas Julius;Önas Julius (S);30088973;438.597;2018-12-23
Pompano Reza;Pompano Reza (S);30095233;213.190;2018-12-23
Soros Kronos;Soros Kronos* (S);30095435;255.291;2018-12-23
Alone Man S.T.;Alone Man S.T. (S);30081578;387.947;2018-12-23
Prime Directive;Prime Directive (S);30111316;99.503;2018-12-23
Babycat;Babycat (DK);30105612;211.980;2018-12-23
The Secret Light;The Secret Light (DK);30099425;384.912;2018-12-23
Digital Star;Digital Star (S);30099124;312.949;2018-12-23
Luxury Tile;Luxury Tile (S);30100079;366.576;2018-12-23
Miss Åslanda;Miss Åslanda* (S);30100433;577.218;2018-12-22
Espagna Frejo;Espagna Frejo (NL);30103238;104.612;2018-12-22
HöwingsSilberpfeil;HöwingsSilberpfeil (S);30101855;159.955;2018-12-22
Exit River;Exit River (S);30101959;180.308;2018-12-22
Tiller;Tiller (S);30111317;288.477;2018-12-22
S.J.'s Victoria;S.J.'s Victoria (S);30085428;659.500;2018-12-22
Dirtballer;Dirtballer (US);30085478;113.000;2018-12-22
Kemas Starlight;Kemas Starlight (S);30095275;408.392;2018-12-22
Solstrålen D.K.;Solstrålen D.K. (DK);30090372;751.413;2018-12-22
Tuff Enuff;Tuff Enuff (S);30091228;416.500;2018-12-22
Polymeles Face;Polymeles Face (S);30094498;195.000;2018-12-21
Allenie's Love;Allenie's Love* (S);30085697;56.779;2018-12-21
Inchgower Level;Inchgower Level (S);30084952;733.030;2018-12-21
Ina Ki;Katarina Ki;30030160;0;2018-12-21
Garfieldz Prinze;Garfieldz Prinze (S);30111309;282.944;2018-12-21
Javier Palema;Javier Palema (S);30107343;515.918;2018-12-21
Place Your Bet;Place Your Bet (S);30107020;334.362;2018-12-21
Tedo O.K.;Tedo O.K. (IT);30111969;142.329;2018-12-21
Raleigh;Raleigh* (DK);30116624;450.654;2018-12-21
Great Love Story;Great Love Story (NL);30115714;122.734;2018-12-21
M.S. Triple J.;M.S. Triple J. (US);30115983;347.495;2018-12-20
What You Want;What You Want (DE);30115999;256.429;2018-12-20
Concerto De Lou;Concerto De Lou (FR);30115166;102.655;2018-12-20
Le Vicomte;Le Vicomte* (S);30116598;324.094;2018-12-20
Helen Boko;Helen Boko (NL);30118604;124.593;2018-12-20
C.R. Seven;C.R. Seven (DK);30118743;64.079;2018-12-20
Bad Boy de Chenu;Bad Boy de Chenu (FR);30113001;230.073;2018-12-20
Barbarella;Barbarella (DE);30112347;313.973;2018-12-20
Grace Scott;Grace Scott (NL);30113070;165.550;2018-12-20
Purple Light;Purple Light (S);30114190;94.589;2018-12-20
Cavaca;Cavaca (DK);30119187;119.893;2018-12-20
Paddington Face;Paddington Face (S);30107884;337.424;2018-12-20
A Winner;A Winner (DK);30105039;292.297;2018-12-20
Easy Tolli T.;Easy Tolli T. (S);30104725;130.268;2018-12-20
Very Esterel;Very Esterel (DK);30108821;542.241;2018-12-20
Tulle Ringhøj;Tulle Ringhøj (DK);30102620;279.919;2018-12-20
Farao F. Boko;Farao F. Boko (NL);30102037;357.400;2018-12-20
Respect;Respect (S);30101999;107.399;2018-12-20
Amazing S.H.;Amazing S.H. (DK);30100111;303.119;2018-12-20
Eglise Boko;Eglise Boko (S);30099894;179.500;2018-12-20
Queenswood;Queenswood (DE);30098007;457.203;2018-12-20
Bleeding Heart;Bleeding Heart (US);30085380;336.000;2018-12-20
Silkespika;Silkespika*;30085918;283.846;2018-12-20
Unik Gardenia;Unik Gardenia (DK);30094896;197.534;2018-12-20
Diego Kievitshof;Diego Kievitshof (DE);30094972;322.847;2018-12-20
Swinging Face;Swinging Face (DK);30090866;259.134;2018-12-20
Glitter In The Air;Glitter In The Air (US);30093345;293.095;2018-12-20
Saturn;Saturn (DK);30092052;147.985;2018-12-20
Cigarette;Cigarette* (S);30092554;45.094;2018-12-19
Anthony Downs;Anthony Downs (DK);30093455;273.500;2018-12-19
Radieux;Radieux (IT);30095396;3.346.108;2018-12-19
Sappho Wiking;Photo Wiking;30085879;14.491;2018-12-19
Pebbe Simoni;Pebbe Simoni (DK);30061882;1.889.565;2018-12-19
Call Me Fancy;Call Me Manana* (S);30065859;8.154;2018-12-19
Alice Road;Silver Road;131461;0;2018-12-19
Victor Hastrup;Victor Hastrup (DK);30098437;267.393;2018-12-19
Havik di Quattro;Evita di Quattro* (S);30100216;0;2018-12-19
Guy Fanatic;Guy Fanatic (NL);30102577;135.184;2018-12-19
Donatomite;Donatomite (US);30103938;1.899.277;2018-12-19
Ejakval Boko;Ejakval Boko (NL);30110948;235.476;2018-12-19
Tallahassee;Tallahassee (S);30109703;273.861;2018-12-19
Kissy's Icon;Kissy's Icon* (S);30107642;44.950;2018-12-19
Do it Fass;Do it Fass* (FR);30118619;132.030;2018-12-19
Billy Flynn;Billy Flynn* (US);30118383;3.493.469;2018-12-19
Silversmith A.C.;Silversmith A.C. (S);30114959;42.280;2018-12-18
Ciku Brogård;Ciku Brogård (DK);30114897;43.939;2018-12-18
Brage Hindø;Brage Hindø (DK);30114773;149.492;2018-12-18
Happy Dragon;Happy Dragon (DE);30112335;139.050;2018-12-18
Beenthere Donethat;Beenthere Donethat (DK);30109657;167.022;2018-12-18
Going Transs R.;Going Transs R. (NL);30110705;315.269;2018-12-18
Frankel D.E.;Frankel D.E. (DE);30107933;310.160;2018-12-18
Don Carlos D.E.;Don Carlos D.E. (DE);30100008;189.540;2018-12-18
Hopeful Tooma;Hopeful Tooma (S);30097239;363.147;2018-12-18
Hoogerland;Hoogerland (DE);30097242;326.588;2018-12-18
Tom Tom des Agets;Tom Tom des Agets (FR);30096953;699.742;2018-12-18
Ursula D.;Ursula D. (DK);30099806;332.787;2018-12-18
Sven;Sven (S);30099166;350.446;2018-12-18
Anne Bork;Anne Bork (DK);30099516;174.192;2018-12-18
On Stride;On Stride (US);30072318;429.473;2018-12-18
Little Samo;Little Samo (DE);30071657;365.971;2018-12-18
Winner Vang;Winner Vang (DK);30085240;229.937;2018-12-18
Iron Lion Zion;Iron Lion Zion (DE);30096208;90.500;2018-12-18
Joe Frazier;Joe Frazier (S);30094188;283.355;2018-12-18
The Special One U.S.;The Special One U.S. (US);30094097;540.500;2018-12-18
Broadway Blaze;Broadway Blaze (US);30091034;343.255;2018-12-18
Silas Hovmand;Silas Hovmand (DK);30090310;574.049;2018-12-18
Call the Judge;Call the Judge (S);30090159;156.015;2018-12-18
Campeona Suyal;Viking Suyal* (ES);30090218;3.144;2018-12-17
Jaccaroo;Jaccaroo (S);30092564;935.487;2018-12-17
Littlejack Hanover;Littlejack Hanover (US);30085844;529.654;2018-12-17
Borga Go On;Borga Go On (S);30096797;173.739;2018-12-17
Dark Moni;Moni Paris;30100616;0;2018-12-17
Arild Mølgård;Arild Mølgård (DK);30100724;160.327;2018-12-17
Brasil;Brasil (DK);30100729;243.361;2018-12-17
Mellby Vargtass;Mellby Vargtass* (S);30100939;871.585;2018-12-17
Mr. Shape;Mr. Shape (S);30101335;97.008;2018-12-17
C. Brillianto;C. Brillianto (DK);30107988;159.500;2018-12-17
Cirkeline Day;Cirkeline Day (DK);30108839;107.260;2018-12-17
Daddy's Angel;Daddy's Angel (S);30107906;192.000;2018-12-17
Quick Tilly;Quick Tilly (S);30111990;214.310;2018-12-17
Sangria Knight;Sangria Knight (S);30113834;463.961;2018-12-17
Sono di Pa;Sono di Pa* (IT);30118242;375.843;2018-12-17
Ecu De Mieloui;Ecu De Mieloui* (FR);30115512;26.000;2018-12-16
Champlain;Champlain (DE);30111610;138.947;2018-12-16
Harley D.E.;Harley D.E. (DE);30113006;197.540;2018-12-16
Speed and Power;Speed and Power (S);30107928;25.000;2018-12-16
Ethiopia River;Ethiopia River (NL);30108020;210.999;2018-12-16
Tuileries;Tuileries (DK);30108265;314.001;2018-12-16
Pay Me Laday;Pay Me Laday (S);30110183;42.080;2018-12-16
HöwingsSilberpfeil;HöwingsSilberpfeil (S);30101855;155.955;2018-12-16
Al B. Back Zet;Al B. Back Zet (S);30103249;180.778;2018-12-16
Time for Money;Time for Money (S);30100701;190.438;2018-12-16
Superfly Effe;Superfly Effe (IT);30099676;226.258;2018-12-16
Imperium Bo;Imperium Bo (DE);30099622;209.877;2018-12-16
O.M.X. Twenty;O.M.X. Twenty (DK);30065072;491.384;2018-12-16
Super Rolling;Super Rolly;122185;0;2018-12-16
Dante Kievitshof;Dante Kievitshof (DE);30094170;215.393;2018-12-16
Whistleblower;Whistleblower (S);30095723;75.035;2018-12-16
Grace Yoga;Grace Yoga* (S);30095956;119.227;2018-12-16
Soros Kronos;Soros Kronos* (S);30095435;235.291;2018-12-15
Flashing Boko;Flashing Boko (S);30093325;702.867;2018-12-15
Önas Julius;Önas Julius (S);30088973;435.097;2018-12-15
Kaksen;Kaksen*;30055249;673.031;2018-12-15
Winmecredit;Winmecredit* (US);30076773;5.240.390;2018-12-15
Joe Hoo Lee;Joe Hoo Lee (S);30099225;681.082;2018-12-15
Urakas Gilbak;Urakas Gilbak (DK);30097070;744.152;2018-12-15
Encore un Sisu;Encore un Sisu (S);30098552;193.000;2018-12-15
Jasmin Sund;Jasmin Sund (S);30100382;67.000;2018-12-15
Hugo Bäck;Hugo Bäck* (S);30100407;428.327;2018-12-15
Cash Converter;Cash Converter (S);30110040;455.110;2018-12-15
Welcome S.E.;Welcome S.E. (S);30109285;564.389;2018-12-15
Exciting Chip;Exciting Chip (S);30107263;188.000;2018-12-15
Princess Corner;Princess Corner (DE);30115987;86.701;2018-12-15
Velvatter;Velvatter (US);30117965;275.721;2018-12-15
Global U.Neverknow;Global U.Neverknow (S);30115325;125.539;2018-12-14
Skytten Lisl;Skytten Lisl (S);30115271;329.520;2018-12-14
By Far Thetoughest;By Far Thetoughest (S);30111818;72.438;2018-12-14
State of Indiana;State of Indiana (S);30118926;31.155;2018-12-14
Hazil Boko;Hazil Boko (S);30105460;156.229;2018-12-14
Tuileries;Tuileries (DK);30108265;314.001;2018-12-14
Bandit A.P.;Bandit A.P. (DK);30108464;182.893;2018-12-14
Nashville Yankee;Nashville Yankee* (S);30110564;58.390;2018-12-14
Wagtail Happyharry;Wagtail Happyharry (S);30078549;67.000;2018-12-14
C.C. Boy;C.C. Boy*;30053260;380.385;2018-12-14
Ina Ki;Katarina Ki;30030160;0;2018-12-14
Trespasser;Trespasser (S);30089018;395.000;2018-12-14
Doremi;Doremi (S);30093801;296.053;2018-12-14
Navarra Broline;Navarra Broline (S);30095469;186.911;2018-12-13
Rommy F.H.;Rommy F.H. (DK);30090296;97.175;2018-12-13
Troll Lotta;Tao Lotta;30051301;0;2018-12-13
Dirtballer;Dirtballer (US);30085478;113.000;2018-12-13
Roberto D.K.;Roberto D.K. (DK);30076693;591.000;2018-12-13
Sir M.M.;Sir Remington* (S);30075976;86.746;2018-12-13
Dream of Winner;Dream of Winner* (S);30110812;207.125;2018-12-13
Don di Quattro;Don di Quattro (S);30108126;433.157;2018-12-13
Final Countdown;Final Countdown (NL);30108898;161.139;2018-12-13
Very Esterel;Very Esterel (DK);30108821;537.741;2018-12-13
Beauregard;Beauregard (DE);30105473;228.399;2018-12-13
Tres Bien I.T.;Tres Bien I.T. (IT);30105712;172.658;2018-12-13
Easy Tolli T.;Easy Tolli T. (S);30104725;126.268;2018-12-13
Bolette Tinghøj;Bolette Tinghøj (DK);30105101;140.771;2018-12-13
Alexia Marshall;Alexia Marshall* (S);30107851;116.812;2018-12-13
Aptitude;Aptitude (DK);30107386;123.662;2018-12-13
Queenswood;Queenswood (DE);30098007;453.703;2018-12-13
Tip Esterel;Tip Esterel (DK);30099136;679.659;2018-12-13
Eglise Boko;Eglise Boko (S);30099894;179.500;2018-12-13
Olimpo Doc;Olimpo Doc (S);30114668;80.934;2018-12-13
Grace Scott;Grace Scott (NL);30113070;157.550;2018-12-13
Chris K.;Chris K. (DK);30115020;86.550;2018-12-13
C.R. Seven;C.R. Seven (DK);30118743;59.079;2018-12-13
Lagrain;Lagrain (DE);30116429;67.849;2018-12-13
Amigo Cortina;Amigo Cortina (DE);30116958;134.500;2018-12-13
Park View;Park View (S);30116969;296.634;2018-12-12
Humble Hill;Humble Hill* (NL);30117784;314.197;2018-12-12
Dayenne Lane;Dayenne Lane (NL);30118145;327.060;2018-12-12
Urlo Spritz;Urlo Spritz (IT);30115229;336.600;2018-12-12
Hands Up;Hands Up (NL);30113276;96.894;2018-12-12
Ervin Boko;Ervin Boko (NL);30114772;276.050;2018-12-12
Tahiti Lady;Tahiti Lady (S);30111902;104.877;2018-12-12
Trytobe;Trytobe* (S);30099668;298.798;2018-12-12
The Secret Light;The Secret Light (DK);30099425;384.912;2018-12-12
Doctor Joe;Doctor Joe (S);30098229;335.334;2018-12-12
Cool Canadian;Cool Canadian (S);30101137;314.153;2018-12-12
Frankie Lobell;Frankie Lobell (NL);30104096;400.876;2018-12-12
Ultimo Tango;Ultimo Tango (S);30107809;349.922;2018-12-12
Bad Nite Call Saul;Bad Nite Call Saul (US);30107206;318.500;2018-12-12
Place Your Bet;Place Your Bet (S);30107020;334.362;2018-12-12
Tracy Kronos;Tracy Kronos (IT);30104909;385.264;2018-12-12
Garfieldz Prinze;Garfieldz Prinze (S);30111309;282.944;2018-12-12
Pebbe Simoni;Pebbe Simoni (DK);30061882;1.881.565;2018-12-12
Jærvsøælva;Jærvsøælva (S);30066739;158.233;2018-12-12
Rem Odin;Rem Odin*;30067402;345.976;2018-12-12
Sappho Wiking;Photo Wiking;30085879;6.491;2018-12-12
S.J.'s Victoria;S.J.'s Victoria (S);30085428;659.500;2018-12-12
Watchdog;Watch Up;30023656;6.386;2018-12-12
Spang Linsi;Spang Lilja;30041211;0;2018-12-12
Anthony Downs;Anthony Downs (DK);30093455;273.500;2018-12-12
Denise F. Boko;Denise F. Boko (NL);30092905;1.607.255;2018-12-12
Horgen Elvy;Horgen Elvy*;30089405;59.375;2018-12-11
Pilot Joe;Pilot Joe (S);30090156;69.119;2018-12-11
Veggie Hanover;Veggie Hanover (US);30095571;230.653;2018-12-11
Flying Garbo;Neverending Garbo (DK);30043422;65.723;2018-12-11
Hyllstoftas Ella;Ella Viktoria;30056396;5.600;2018-12-11
Kicki Tooma;Wicki;30084548;16.470;2018-12-11
Allenie's Love;Allenie's Love* (S);30085697;56.779;2018-12-11
Skinnarsbacks Saga;Stjerne Saga;30082251;491;2018-12-11
Høvding Viktor;Høvding Jaros;30083532;0;2018-12-11
Let's Go Tooma;Let's Go Crazy;30074037;56.928;2018-12-11
Ejakval Boko;Ejakval Boko (NL);30110948;229.476;2018-12-11
Coventina va Bene;Coventina va Bene (S);30104482;96.000;2018-12-11
Daarom Well;Daarom Well (NL);30102416;239.799;2018-12-11
Athena D.;Athena D. (DK);30101135;24.094;2018-12-11
Victor Hastrup;Victor Hastrup (DK);30098437;262.893;2018-12-11
Walker Jade;Walker Jade* (S);30097192;256.957;2018-12-11
Bear Anemone;Bear Anemone* (S);30113031;113.213;2018-12-11
Lea R.B.;Lea R.B.* (S);30112710;53.930;2018-12-11
O'Hara Garbo;O'Hara Garbo* (S);30113812;63.856;2018-12-11
Bianca Sisa;Bianca Sisa (DK);30113691;112.433;2018-12-11
Moe Jokern;Moe Jokern* (S);30119309;0;2018-12-11
Tania N.L.;Tania N.L. (IT);30097065;352.915;2018-12-10
Taxi Jane;Taxi Jane* (S);30096964;189.413;2018-12-10
Wika Lendalund;Wika Lendalund (DK);30098653;220.166;2018-12-10
Janske;Janske (DE);30099745;242.905;2018-12-10
Arild Mølgård;Arild Mølgård (DK);30100724;158.327;2018-12-10
Bestbyarsenal;Bestbyarsenal (DK);30100728;416.949;2018-12-10
Breeze of Hills;Breeze of Hills (S);30106654;12.777;2018-12-10
Daddy's Angel;Daddy's Angel (S);30107906;176.000;2018-12-10
Littlejack Hanover;Littlejack Hanover (US);30085844;526.654;2018-12-10
Crimson Pirate;Crimson Pirate (S);30060152;890.128;2018-12-10
Longcat Hanover;Longcat Hanover (US);30096758;879.182;2018-12-10
Prayer Ås;Prayer Ås (S);30087218;568.585;2018-12-10
Jaccaroo;Jaccaroo (S);30092564;926.487;2018-12-10
Tarzan Simoni;Tarzan Simoni (DK);30089445;375.811;2018-12-09
Sally Doc;Sally Doc (S);30094780;130.292;2018-12-09
Pompano Reza;Pompano Reza (S);30095233;208.190;2018-12-09
Escaped;Escaped (NL);30095230;162.546;2018-12-09
Västerbo Sea Star;Västerbo Sea Star* (S);30108604;137.316;2018-12-09
Sugar Road;Sugar Road (S);30100041;169.567;2018-12-09
HöwingsSilberpfeil;HöwingsSilberpfeil (S);30101855;152.455;2018-12-09
Exit River;Exit River (S);30101959;176.308;2018-12-09
Freule Idzarda;Freule Idzarda (NL);30103452;194.765;2018-12-09
Wunder's Caviar;Wunder's Caviar (S);30114577;29.500;2018-12-09
Corhava De Torvic;Corhava De Torvic* (FR);30114863;129.883;2018-12-09
Valiant Dalimo;Valiant Dalimo* (DK);30118006;192.106;2018-12-09
Helen Boko;Helen Boko (NL);30118604;112.593;2018-12-08
Brage Hindø;Brage Hindø (DK);30114773;149.492;2018-12-08
Gretzky Boko;Gretzky Boko (S);30114262;271.351;2018-12-08
Happy Dragon;Happy Dragon (DE);30112335;119.050;2018-12-08
Larry Joe;Larry Joe (DE);30111612;80.845;2018-12-08
Donatomite;Donatomite (US);30103938;1.884.277;2018-12-08
Ursula D.;Ursula D. (DK);30099806;328.787;2018-12-08
Hopeful Tooma;Hopeful Tooma (S);30097239;353.147;2018-12-08
Explosive Lane;Explosive Lane (NL);30097237;763.013;2018-12-08
Dave Briggs;Dave Briggs (US);30097654;389.494;2018-12-08
Cirkeline C.N.;Cirkeline C.N. (DK);30108623;78.500;2018-12-08
Cabelino;Cabelino (S);30109127;65.000;2018-12-08
Darco;Darco (DE);30108427;439.101;2018-12-08
Frankel D.E.;Frankel D.E. (DE);30107933;310.160;2018-12-08
Paddington Face;Paddington Face (S);30107884;331.424;2018-12-08
Delec Hanover;Delec Hanover (US);30095772;490.000;2018-12-08
Radieux;Radieux (IT);30095396;3.321.108;2018-12-08
Rimini Lavec;Rimini Lavec (S);30086792;188.046;2018-12-08
Silas Hovmand;Silas Hovmand (DK);30090310;574.049;2018-12-08
Hades Håleryd;Hades Håleryd (S);30090540;846.277;2018-12-08
Toto;Toto (DK);30092462;560.498;2018-12-07
Victoria Lund;Victoria Lund (DK);30089720;256.782;2018-12-07
Soros Kronos;Soros Kronos* (S);30095435;221.291;2018-12-07
Bella Donna Rapid;Rebella Donna;30021061;0;2018-12-07
Mr. Cold Benito;Cold Kinetic;30007952;0;2018-12-07
Carl Lewis;Carl Lewis (NL);30104945;543.741;2018-12-07
Babycat;Babycat (DK);30105612;211.980;2018-12-07
Rasken Q.C.;Rasken Q.C. (S);30108275;154.403;2018-12-07
Enjoy the World;Enjoy the World (S);30110593;70.669;2018-12-07
Imperium Bo;Imperium Bo (DE);30099622;209.877;2018-12-07
Miss Åslanda;Miss Åslanda* (S);30100433;568.218;2018-12-07
Harley D.E.;Harley D.E. (DE);30113006;194.040;2018-12-07
Abby Sisa;Abby Sisa (DK);30113690;55.782;2018-12-07
Basic Instinct;Basic Instinct (S);30113291;539.254;2018-12-07
Urra' Del Rio;Urra' Del Rio (IT);30118382;27.800;2018-12-07
Bastian Lendalund;Bastian Lendalund (DK);30116263;242.776;2018-12-07
Raleigh;Raleigh* (DK);30116624;447.654;2018-12-07
Princess Corner;Princess Corner (DE);30115987;70.701;2018-12-07
What You Want;What You Want (DE);30115999;251.429;2018-12-06
Ecu De Mieloui;Ecu De Mieloui* (FR);30115512;12.000;2018-12-06
Silversmith A.C.;Silversmith A.C. (S);30114959;30.280;2018-12-06
Ila Håleryd;Ila Håleryd (S);30115019;278.211;2018-12-06
Chris K.;Chris K. (DK);30115020;78.550;2018-12-06
C.R. Seven;C.R. Seven (DK);30118743;57.079;2018-12-06
Will Power;Will Power (DE);30118742;23.630;2018-12-06
Purple Light;Purple Light (S);30114190;94.589;2018-12-06
Olimpo Doc;Olimpo Doc (S);30114668;77.934;2018-12-06
Barbarella;Barbarella (DE);30112347;297.973;2018-12-06
Xita Lavec;Xita Lavec (S);30112684;161.760;2018-12-06
Cavaca;Cavaca (DK);30119187;119.893;2018-12-06
Toledoss;Toledoss (IT);30100024;140.613;2018-12-06
Verona Mile;Verona Mile (DK);30100055;233.197;2018-12-06
Capitano S.L.;Capitano S.L. (S);30099810;25.000;2018-12-06
Ashtanga;Ashtanga* (S);30099895;13.000;2018-12-06
Miss Point;Miss Point*;30097424;39.054;2018-12-06
Don di Quattro;Don di Quattro (S);30108126;428.157;2018-12-06
Final Countdown;Final Countdown (NL);30108898;145.139;2018-12-06
Västerbo Sea Star;Västerbo Sea Star* (S);30108604;137.316;2018-12-06
Tres Bien I.T.;Tres Bien I.T. (IT);30105712;172.658;2018-12-06
Easy Tolli T.;Easy Tolli T. (S);30104725;122.268;2018-12-06
Prins Balder;Prins Balder*;30052905;107.395;2018-12-06
Roberto D.K.;Roberto D.K. (DK);30076693;583.000;2018-12-06
Neo Palema;Neo Palema (S);30077459;165.466;2018-12-06
Navarra Broline;Navarra Broline (S);30095469;186.911;2018-12-06
Diego Kievitshof;Diego Kievitshof (DE);30094972;322.847;2018-12-06
Fairyman;Fairyman* (S);30096793;304.664;2018-12-05
Pilot Joe;Pilot Joe (S);30090156;69.119;2018-12-05
Flashing Boko;Flashing Boko (S);30093325;697.867;2018-12-05
Petruska;Petrea;30067551;23.212;2018-12-05
Caroline K.;Carolina K.;129961;449.879;2018-12-05
Bear Man;Bear Man (S);30105455;85.000;2018-12-05
La Diva Rossi;La Diva Rossi* (S);30105264;654.581;2018-12-05
O.M. Erinus;O.M. Erinus (S);30106080;65.500;2018-12-05
Ricochet Face;Ricochet Face (S);30109913;358.531;2018-12-05
American Cheque;American Cheque (US);30109455;697.380;2018-12-05
Somewifesomewhere;Somebeachsomewhere;30097465;66.272;2018-12-05
Conrads Wilhelm;Conrads Wilhelm* (S);30098010;683.252;2018-12-05
Joe Hoo Lee;Joe Hoo Lee (S);30099225;681.082;2018-12-05
Luxury Tile;Luxury Tile (S);30100079;366.576;2018-12-05
In Håleryd;In Håleryd (S);30101817;406.619;2018-12-05
Floris Baldwin;Floris Baldwin (NL);30112270;770.735;2018-12-05
Sycamore Broline;Sycamore Broline* (S);30113813;58.201;2018-12-05
Do it Fass;Do it Fass* (FR);30118619;127.030;2018-12-05
Credicone;Credicone (US);30118149;272.954;2018-12-05
Twigs Briard;Twigs Briard* (S);30115316;710.629;2018-12-05
M.S. Triple J.;M.S. Triple J. (US);30115983;344.495;2018-12-05
