idnr;uthestenavn
30022309;Continue     
30022310;Tobias Elvito     
30022311;Hassels Dynastar     
30022312;Diana As 
30022313;Sofia Key 
30022314;Smokin Olga 
30022315;Errol Smoke 
30022316;Lass Kontor 
30022317;Line's Girl     
30022318;Oppegards Elden     
30022319;Run Odd     
30022320;Bjørnstad Jerkeld     
30022321;Protector's Lady K.B.     
30022322;Figo     
30022323;Nolly     
30022324;Spenda Luluboy     
30022325;Navy Boy     
30022326;Ruppen R.M.G.     
30022327;Charock Sid     
30022328;Pelle Pil     
30022329;Klungerbos Helmaks     
30022330;Langrustelda     
30022331;Junior Gumma     
30022332;Bjørli Rosa     
30022333;Bjørli Knekten     
30022334;Allison Dream     
30022335;Rapp Trolla     
30022336;Tina Elken     
30022337;Vilja Elken     
30022338;Knekt Boti     
30022339;Jolly Jumper Volcano     
30022340;Zandras Rebell     
30022341;Paymaster     
30022342;My Candyman     
30022343;How I Am     
30022344;Sharie Volcano     
30022345;Sean Joiner     
30022346;Mayflower Protector     
30022347;Despatch 
30022348;Faramoude 
30022349;Faraude 
30022350;KING YAHRO     
30022351;HRIMFAXI     
30022352;In Charge     
30022353;Siljas Sigurd     
30022354;Skofteblesen     
30022355;Eld Lykken     
30022356;Stjerneskøyern     
30022357;Tammy Sue     
30022358;Pricenne G.T.     
30022359;Hågå Odin     
30022360;Valle Adam     
30022361;Valle Arn     
30022362;Passion Tibur     
30022363;Sirings Superman     
30022364;My Second Chip     
30022365;Pat Houston     
30022366;Boggy Victoria     
30022367;Boggy Michell     
30022368;Boggy Crescent     
30022369;C.C. Mr. Paradise     
30022370;Diva Arvells     
30022371;Fairy Jane 
30022372;Be Alert 
30022373;Gaffrunda     
30022374;Gambrinus     
30022375;Unendliche     
30022376;Etta     
30022377;Windrose III     
30022378;G-Corrida     
30022379;Wega     
30022380;Ganima     
30022381;Wilka     
30022382;Fantasie     
30022383;Palma     
30022384;Attica     
30022385;Lutica     
30022386;Delano     
30022387;Dressman     
30022388;Daisy     
30022389;Biene Maja DS     
30022390;Slettvoll Ranja     
30022391;Delicious Hunter     
30022392;Meadowbranch Helga 
30022393;Peyton Boko 
30022394;Yade Boko 
30022395;Elite Boszorg 
30022396;Omer Luna 
30022397;Jærvsøluna 
30022398;Pherozshah 
30022399;Rocklyn 
30022400;Rose O'Lynn 
30022401;My Favorite Chip 
30022402;Bolette     
30022403;Adrian Chip 
30022404;Kiara     
30022405;Mie Amigo     
30022406;Houdini     
30022407;Cilina     
30022408;Pan     
30022409;Patrick     
30022410;Cora     
30022411;Løng Anders     
30022412;Ødelie Frøkna     
30022413;Turbo Lulle     
30022414;Lord's Prayer 
30022415;Special Ås 
30022416;Oh Gigi 
30022417;Ironmaid Volo 
30022418;Amiral Håleryd 
30022419;Magic Photo     
30022420;Skogbryn Viktor     
30022421;Harbour L.     
30022422;Vassbø Støva     
30022423;Bjørnebu Kongen     
30022424;Mankell     
30022425;Gunno     
30022426;Antonio d'Estino     
30022427;Tronjaolava     
30022428;Balder Stjerna     
30022429;Terracotta Hut 
30022430;Golden Metalimo 
30022431;Helene Tilly 
30022432;Violas Fighter     
30022433;NN 
30022434;Abc Freight 
30022435;Olivia Freight 
30022436;Nursery Rhyme S.E. 
30022437;Afrodite Laday 
30022438;Shorthanded Goal 
30022439;Tulle Brandtofte 
30022440;Hindø Enghave 
30022441;Garant Hjordal 
30022442;Cruella de Ville     
30022443;Bold Avril 
30022444;Anna     
30022445;L'Alouette 
30022446;Teahouse 
30022447;Rum 
30022448;Cuba Libre 
30022449;Grazie     
30022450;Enge Perla     
30022451;Maestro de Millennium     
30022452;Santos     
30022453;Wendy     
30022454;Florida St.pr     
30022455;Rafiness     
30022456;Annabella     
30022457;Juraglut     
30022458;Kennerin     
30022459;Goldlack     
30022460;Gracia St.pr     
30022461;Domaene St.pr     
30022462;Friendship 1094prAB DVH791     
30022463;Figaro R 1085SWB     
30022464;Kät III     
30022465;Kätella 15644     
30022466;Brisette 21108     
30022467;La Brie     
30022468;Mac Wee 
30022469;Bell Amie     
30022470;Romfo Eld     
30022471;Wannabegood     
30022472;Riverside Lady     
30022473;Vik Troll     
30022474;Vik Jerva     
30022475;Høiby Pilminni     
30022476;Stjerne Tina     
30022477;Chittagong 
30022478;Master Danchip 
30022479;Fear Dream     
30022480;Vilje Bjørn     
30022481;Creek's Tutta     
30022482;Creek's Mali     
30022483;Slettvoll Bjarne     
30022484;Hjelle Atlantica     
30022485;C.C. Sugarmiss     
30022486;Kvikk Tojo     
30022487;Flying Buttress 
30022488;Class Play 
30022489;Miss Turlington 
30022490;Incurable Optimist 
30022491;Longshot 
30022492;La Farnesina 
30022493;Farnesio 
30022494;Iliada 
30022495;Inaccesible 
30022496;Interprete 
30022497;Lucky Debonair 
30022498;Pepenador 
30022499;Escudo Real 
30022500;Tres Reales 
30022501;Triplicador 
30022502;Exactly Native 
30022503;Fierabras 
30022504;A Volonte 
30022505;Mondaine 
30022506;Femme Du Monde 
30022507;Namorada 
30022508;Tarjeta 
30022509;Impresa 
30022510;Bien Dicho 
30022511;Vanja F2     
30022512;Vanessa F2     
30022513;Verona F2     
30022514;Southwind Sweetbay 
30022515;Vanilla     
30022516;M.T. Cheyenne 
30022517;Erbfreundin F34     
30022518;Gulliver F34     
30022519;Zanna F1     
30022520;Ceimona F1     
30022521;Ivigtut     
30022522;Carmencita F1 16831     
30022523;Irco Mina     
30022524;Gullan F1 
30022525;Mission Venesi 
30022526;Action Venesi 
30022527;Windiana 
30022528;Herbola F55     
30022529;Monola F55 15104     
30022530;Vesta F48     
30022531;Westa II F48     
30022532;Warrigall F48     
30022533;Bonolas Hästak     
30022534;Fortus Hästak F55 1026prAB     
30022535;Henkel DH 286     
30022536;Wiedenczyk     
30022537;Herbata     
30022538;Intryga     
30022539;Przedswit II     
30022540;Irmora kroon kern pref F257     
30022541;Magnet     
30022542;Beisa F935     
30022543;Erasmus     
30022544;Eichendorf prem     
30022545;Dijkgraaf F935     
30022546;Modena model pref F201     
30022547;Caecar prem pref F201     
30022548;Vicomte keur F257     
30022549;Ecole kern     
30022550;Tourbillon pref     
30022551;Tourbillon hoppe     
30022552;Colonel     
30022553;Jago prem     
30022554;Xerxes     
30022555;Xerxes prem     
30022556;Goldemar     
30022557;Schwarza pref F1893     
30022558;Xerxes II prem pref F1893     
30022559;Gerlinette pref F229     
30022560;Adalbert prem     
30022561;Eya F743     
30022562;Wilko     
30022563;Matfried prem     
30022564;Martinius prem pref F743     
30022565;Freiherr     
30022566;Xerra model pref F751     
30022567;Monocraat prem pref F751     
30022568;Ebert pref F229     
30022569;Käthe F180     
30022570;Trior F180     
30022571;Nellie ster F240     
30022572;Sira F97     
30022573;Amburg pref F97     
30022574;Eribo F176     
30022575;Jamaika kroon pref F327     
30022576;Nestor F327     
30022577;Selim keur F240     
30022578;Cecole     
30022579;Farina DS 516     
30022580;Dizette Morsø DS 3141     
30022581;Sonnie DS 5306     
30022582;Damkærs Laika     
30022583;Rotbart     
30022584;Nygårds Silja     
30022585;Freibeuter prem     
30022586;Championette     
30022587;Wilhelm V     
30022588;Zarif I F284     
30022589;Gegenvisite II F745     
30022590;Ehrenknabe     
30022591;Ehrenknabe     
30022592;Bernhard     
30022593;Nautilus     
30022594;Carola X     
30022595;Diamant III prem     
30022596;Nelly XVII F489     
30022597;Sigismund pref F489     
30022598;Faribo prem F284     
30022599;Leusi x Leusje F176     
30022600;Einar     
30022601;Kula II     
30022602;Gilbert     
30022603;Gardist     
30022604;Generalin     
30022605;Ganges     
30022606;Bilson     
30022607;Irma I F429     
30022608;Sultan II prem     
30022609;Alkmunde model pref F748     
30022610;Titus prem pref F748     
30022611;Deelia model pref F730     
30022612;Cyborg 
30022613;Bonnie Sacc 
30022614;Be My Baby 
30022615;Princess Somolli 
30022616;Arnie Somolli 
30022617;Krum Odina     
30022619;Queen Of Harzbeck 
30022620;Yankee Bacall 
30022621;Keystone Brady 
30022622;Melissa     
30022623;Ornamental 
30022624;Surfing Bird 
30022625;Jazzy Rozz 
30022626;Buck Ås 
30022627;United Rich 
30022628;Galandia 
30022629;Galandias General 
30022630;Chief Commander 
30022631;Meadow Dancer 
30022632;Hr. Sandeman     
30022633;Global Martell     
30022634;Brazze Klara     
30022635;Memory's Chip     
30022636;Haver 
30022637;Scott W.L.     
30022638;Tårånblakka     
30022639;Fasching 
30022640;In Your Face     
30022641;Zanzara     
30022642;Trivento     
30022643;Bjørkekvikk     
30022644;Next Catarina     
30022645;Next News     
30022646;Støls Eld     
30022647;Emira Dream     
30022648;Thierry News     
30022649;Sugar Surprice     
30022650;Village King     
30022651;Slottelid Knerten     
30022652;Calito     
30022653;Frøy Balder     
30022654;Can't Miss 
30022655;Giddes Dream 
30022656;Sugarcanes Game 
30022657;Space Taxi 
30022658;Natascha Gul 
30022659;Officer Blågul 
30022660;Roi D'Inverne 
30022661;Silver Charm 
30022662;Misleadingmiss 
30022663;Valuta 
30022664;Peking Opera 
30022665;My Little Sunshine 
30022666;Sunrise 
30022667;Speedy Linda 
30022668;Zoogan 
30022669;Arctic Jetset 
30022670;Gloria Smoke 
30022671;D.J. Seabrook 
30022672;Giant Explosion 
30022673;Munsboro Huntington     
30022674;Sissi Wartenberg 
30022675;Home Alone D.K. 
30022676;Alm Dana     
30022677;Bladnoch 
30022678;Craignure 
30022679;Diesel Boy     
30022680;Willys Breavehart     
30022681;Cherie     
30022682;Borge Oda     
30022683;Brendjo     
30022684;Alsaker Perla     
30022685;Alsaker Piril     
30022686;Ulfaks     
30022687;Århaugs Trollet     
30022688;Advertising Space     
30022689;Anne Lilja     
30022690;Kim     
30022691;Baiasen     
30022692;Tabrina     
30022693;Kjølstad Eld     
30022694;Tun Tora     
30022695;Louisiana Red     
30022696;Tusse Mina     
30022697;Tusse Troll     
30022698;Dale Dawn     
30022699;Skogli Flickan     
30022700;Espeset Balder     
30022701;Orion Sandy     
30022702;Gerd Girl 
30022703;Baron Ikaros 
30022704;NACHICO     
30022705;Carotino L     
30022706;Neighty     
30022707;Viola DS 1871     
30022708;Venus FOR7990     
30022709;Reina RDH 2477     
30022710;Waldmeisterin     
30022711;Lump     
30022712;Heidi I     
30022713;Heidi II GHH 1359     
30022714;Coesfeld     
30022715;Taucha     
30022716;Davos     
30022717;Kilima     
30022718;Chamisso     
30022719;Chamør DH 452     
30022720;Bølle af Nebi     
30022721;Dolada     
30022722;E.Allerscheibe     
30022723;Senderbirke DH 909     
30022724;Sewana DS 1457     
30022725;Chutney RDS 3260     
30022726;Fridahls Fame DS 5230     
30022727;Fibi DS 11467     
30022728;Cato DVH 520     
30022729;Højbos Cheri     
30022730;Folge     
30022731;Junon de Dalidan     
30022732;Fort de la Cour     
30022733;Nafort van Mansdoret     
30022734;Denver W-1498-ST     
30022735;Noblesse Greenhouse     
30022736;Galilee     
30022737;Tolbiac de Cavron     
30022738;Largny xx     
30022739;Heros de Cavron     
30022740;Neroli W-1380-ST     
30022741;Quidam Greenhouse     
30022742;Margolde II     
30022743;Falko OLH 387     
30022744;Arizona Alfarvad DH 400 Sølv     
30022745;Figeac Alfarvad     
30022746;Sorte OL 43     
30022747;Opessa     
30022748;Grachus     
30022749;Grandus     
30022750;Grethe Lyshøj     
30022751;Eva II Grøndamsgård     
30022752;Mimi Grøndamsgård     
30022753;Bambo Oreby     
30022754;Toddy Hedegaard     
30022755;Judith OL 7596     
30022756;Bajazzo xx     
30022757;J.J. Dyani     
30022758;Tanja Sønderlyng OL 8724     
30022759;Ballet xx DS 9630     
30022760;Grethe Dyrbjerg S 1467     
30022761;Goldschatz S 181     
30022762;Ida Klintgård S4312 OL4405     
30022763;Fogra Vendsyssel OLH 435     
30022764;Jubeline OL 4925     
30022765;ELLE NOELLE     
30022766;Monica     
30022767;Castella Ra III     
30022768;Sonnen Sänger     
30022769;Sonja     
30022770;Ecke     
30022771;Solar Flower 
30022772;Arctic Sun 
30022773;Logger     
30022774;Astronomie 
30022775;Brabus 
30022776;Drahtige H 5125     
30022777;Saddle Tor 
30022778;Phaetusa 
30022779;Meisterjager     
30022780;Meistergrad     
30022781;Moewe     
30022782;Katrin     
30022783;Fivitas Dei     
30022784;Zamora     
30022785;Damira     
30022786;Arabella 
30022787;Alita RDS 3705     
30022788;Rose Red 
30022789;Meraline 
30022790;Merry Legend 
30022791;Merina 
30022792;Klinger     
30022793;Klinga     
30022794;Præmon     
30022795;Galloper Light 
30022796;Nash Light 
30022797;Skerweather 
30022798;Kapota     
30022799;Royal Challenger 
30022800;Kafar     
30022801;Gloria     
30022802;Stedfast 
30022803;Phi-Phi 
30022804;Fair Terms 
30022805;Gremba DH 728     
30022806;No Extras 
30022807;Gruta DH 1103     
30022808;Ahnweiler     
30022809;Atlas I     
30022810;Candy     
30022811;Obella     
30022812;Winda Flavia     
30022813;Lome Jokeren     
30022814;Anna Tina     
30022815;Nossum Anna     
30022816;Noss Ferrari     
30022817;Noss Minette     
30022818;Lady Beam     
30022819;Valle Arja     
30022820;Valle Ann     
30022821;Enger Vinn     
30022822;Sledge     
30022823;Vertigo Wiigen     
30022824;Indregaards Oda     
30022825;Virak     
30022826;Luringen     
30022827;Variete B.R.     
30022828;Conseila B.R.     
30022829;Stargate B.R.     
30022830;Regal B.R.     
30022831;Retory B.R.     
30022832;Sharif B.R.     
30022833;Passphoto B.R.     
30022834;Tranmæls Martin     
30022835;Claus     
30022836;Theriversidenews     
30022837;Guri     
30022838;Sylvester     
30022839;Lord     
30022840;Silver     
30022841;Kolibri     
30022842;Shalimar     
30022843;Esmeralda     
30022844;ZAM     
30022845;Vanity Va Bene     
30022846;Sjuspigen 
30022847;Godders 
30022848;Nice Filly     
30022849;Only You 9     
30022850;Magda     
30022851;KLOOSTERS JASMIJN     
30022852;Stavslands Brunen     
30022853;Diva     
30022854;Mon Ami     
30022855;Teufel     
30022856;James     
30022857;Finesse     
30022858;Kasper     
30022859;Rossaldene 
30022860;Gentle Gypsy 
30022861;Frosts Evergreen 
30022862;Taste Of Victory 
30022863;Pacman     
30022864;Privus Magnum     
30022865;Rainy Night     
30022866;Donerightly 
30022867;Kiss Me Goodbye 
30022868;Nila Lobell 
30022869;Vega Laukko 
30022870;Scan June     
30022871;Storeng Pila     
30022872;Indian Chip     
30022873;Prince H.P.     
30022874;Thuli Lotta     
30022875;Sonny Titani     
30022876;Norbjørn     
30022877;Billi Joe     
30022878;Heikle Birk     
30022879;Storsjarmøren     
30022880;LITTLE     
30022881;Kling Kvikken     
30022882;Vendetta Laukko 
30022883;Cool Risk 
30022884;Furool Jubb 
30022885;Silver     
30022886;P.U. Dixy Lady 
30022887;American Dixy 
30022888;najiib     
30022889;Husby Lynet     
30022890;Augusta     
30022891;Siv Prinsessa     
30022892;Bol Knekten     
30022893;Pondus     
30022894;Fygar Prinsen     
30022895;Birkas Juventa     
30022896;Jan Lurifaks     
30022897;Hellums Gudrun     
30022898;Vikan Elja     
30022899;Starelv Vesla     
30022900;Udøpt     
30022901;Spang Jerkila     
30022902;Spang Simir     
30022903;Game Hunter 
30022904;Vasco Boko 
30022905;Sharp Lady 
30022906;Fou De Toi 
30022907;COPERTINO W.     
30022908;Global Hero 
30022909;ASTRID     
30022910;SONJA FRA BERGET     
30022911;Tresfjordingen     
30022912;Zaksie Lady 
30022913;Big Foot 
30022914;Big Ant 
30022915;Byblis 
30022916;Sun Teddy 
30022917;Azaka 
30022918;Great Guns 
30022919;Home On the Range 
30022920;Sahara Forest 
30022921;Fishy 
30022922;Dilba     
30022923;As You Like It     
30022924;Close Shave     
30022925;Antinnaz 
30022926;Mount Kellet 
30022927;E Sharp 
30022928;Pauls Pride 
30022929;DOUBLE ACTION     
30022930;Magaona 
30022931;Golden Chapel 
30022932;Pat's Choice 
30022933;Amazing Fighter     
30022934;The Bishop's Lad 
30022935;Leticia     
30022936;Miss Power Ideal     
30022937;Langaard Tyr     
30022938;Sima Odin     
30022939;Chuck-A-Luck 
30022940;Fiorentina     
30022941;Anome     
30022942;Høvåg Loke     
30022943;Zuperzebranzozo 
30022944;Olle Rusken     
30022945;Bang On     
30022946;Feseth Kari     
30022947;Duchess Blue 
30022948;Koka Kola 
30022949;Cameron NOR 40137     
30022950;Pimpernel Højrimmen     
30022951;Bag Lady 
30022952;Elle D'Artagnan     
30022953;Star Of Bagdad 
30022954;Small Fee 
30022955;Gabrielle 
30022956;It's A Wilma 
30022957;EWSTASZIA     
30022958;SANTANA     
30022959;Debbie 
30022960;Frost     
30022961;Gurifax     
30022962;Eld Stjernen     
30022963;Mizzy Charm     
30022964;Jåttånut Tulli     
30022965;Lærerinna     
30022966;H.M. Norne Rose     
30022967;Billy The Kitt     
30022968;Seter Birk     
30022969;Tangen Jerkeld     
30022970;Chippy Aristo     
30022971;Rite Aristo     
30022972;Buli Lina     
30022973;VENTURI     
30022974;Mister Creakle 
30022975;ESCORATCHO     
30022976;Irco Diamond     
30022977;ENTRE     
30022978;Baby Queen 
30022979;Bambie Queen 
30022980;Morisco     
30022981;Track Dust 
30022982;Captain Bogø 
30022983;Elaisa Bogø 
30022984;Miami 
30022985;Ivery Simoni 
30022986;Kuven Cilla     
30022987;Tangen Tellus     
30022988;Mo Prinsen     
30022989;Solberg Jerkeld     
30022990;Like A Bambino     
30022991;Matchless     
30022992;Milly Camas     
30022993;Theobærta     
30022995;Miami Joy     
30022996;Kengu     
30022997;Gimle     
30022998;Hogsta'n     
30022999;Asuwish     
30023000;Quillity's Wonder     
30023001;Brokerud Julla     
30023002;Romeo Pershing     
30023003;Miss Wonderful     
30023004;Eldo's Boy     
30023005;Starlight Blåbjerg 
30023006;Nemo Blåbjerg 
30023007;Blue Moon 
30023008;Hold Your Peace 
30023009;Sovereign Edition 
30023010;Ruth's Edition 
30023011;Ardy Arnie 
30023012;Titatin     
