Lop;Startnr;StartMetode;Distanse;Heste_navn;Bane;Dato;Id_nr;FormfaktorTotal
6;4;Autostart;2100;On Track Paul;  Biri Travbane ;2020-04-24;30108765;66
2;6;Autostart;2140;Costa Day;Leangen Travbane ;2020-01-06;30108836;-10
3;2;Volestart;2140;Costa Day;  Leangen Travbane ;2020-01-13;30108836;92
8;8;Volestart;2160;Costa Day;  Leangen Travbane ;2020-02-17;30108836;-7
2;7;Autostart;2140;Costa Day;  Leangen Travbane ;2020-02-24;30108836;91
2;6;Autostart;2140;Costa Day;  Leangen Travbane ;2020-03-09;30108836;91
9;3;Volestart;2160;Ari Potter;  Bjerke Travbane ;2020-02-26;30108899;10
2;4;Volestart;2100;Ari Potter;  Biri Travbane ;2020-04-24;30108899;0
2;11;Volestart;2120;Ari Potter;  Biri Travbane ;2020-05-08;30108899;200
7;1;Volestart;2140;Jerven Junior;  Leangen Travbane ;2020-03-02;30108974;0
2;12;Volestart;2100;Jerven Junior;  Biri Travbane ;2020-04-24;30108974;-10
4;3;Volestart;2140;Pelle Baron;  Momarken Travbane ;2020-03-10;30109010;-10
2;2;Volestart;2100;Pelle Baron;  Jarlsberg Travbane ;2020-04-20;30109010;NULL
4;8;Volestart;2160;Order By Post;  Sørlandets Travpark ;2020-01-19;30109083;-38
2;4;Autostart;2100;Order By Post;  Jarlsberg Travbane ;2020-02-14;30109083;60
8;6;Volestart;2160;Order By Post;  Sørlandets Travpark ;2020-03-01;30109083;62
2;2;Autostart;2040;Order By Post;  Forus Travbane ;2020-03-08;30109083;-28
1;4;Volestart;2160;Order By Post;  Sørlandets Travpark ;2020-04-25;30109083;NULL
2;11;Volestart;2080;Order By Post;  Forus Travbane ;2020-05-10;30109083;60
2;4;Autostart;2140;Thebigbangtheory;Momarken Travbane ;2020-01-09;30109125;100
6;10;Autostart;2100;Cabelino;  Jarlsberg Travbane ;2020-02-07;30109127;-45
5;5;Autostart;2100;Cabelino;  Jarlsberg Travbane ;2020-02-14;30109127;53
1;1;Autostart;2100;Cabelino;  Bjerke Travbane ;2020-03-05;30109127;-38
8;3;Volestart;2100;Vertigo Rubin;  Bergen Travpark ;2020-05-03;30109252;0
6;7;Autostart;1640;Welcome S.E.;  Momarken Travbane ;2020-01-17;30109285;93
4;4;Volestart;2140;Welcome S.E.;  Jarlsberg Travbane ;2020-01-24;30109285;-6
4;1;Autostart;1640;Welcome S.E.;  Momarken Travbane ;2020-02-27;30109285;87
7;3;Autostart;1609;Welcome S.E.;  Jarlsberg Travbane ;2020-03-12;30109285;82
2;6;Volestart;2100;Emily Salt;  Jarlsberg Travbane ;2020-04-26;30109303;0
1;4;Autostart;2100;Emily Salt;  Bjerke Travbane ;2020-05-06;30109303;0
3;5;Autostart;2100;Holden's Evita;  Biri Travbane ;2020-04-24;30109308;0
8;6;Volestart;2160;Spang Turbo;  Momarken Travbane ;2020-02-27;30109331;0
2;1;Volestart;2140;Spang Turbo;  Momarken Travbane ;2020-05-03;30109331;-10
6;7;Autostart;2100;M.T.Laroche;  Klosterskogen Travbane ;2020-01-12;30109342;40
7;4;Volestart;2100;Ask Leo;  Jarlsberg Travbane ;2020-02-14;30109364;-10
2;5;Volestart;2100;Ask Leo;  Jarlsberg Travbane ;2020-04-20;30109364;50
7;1;Volestart;2100;Hassel Linda;  Jarlsberg Travbane ;2020-03-06;30109383;100
2;7;Volestart;2100;Hassel Linda;  Jarlsberg Travbane ;2020-04-20;30109383;40
1;11;Volestart;2120;Hassel Linda;  Jarlsberg Travbane ;2020-04-29;30109383;NULL
6;10;Volestart;2120;American Cheque;  Bergen Travpark ;2020-01-23;30109455;108
1;5;Volestart;2120;American Cheque;  Bergen Travpark ;2020-02-13;30109455;160
1;5;Volestart;2120;American Cheque;  Bergen Travpark ;2020-02-13;30109455;160
4;9;Autostart;1640;American Cheque;  Momarken Travbane ;2020-02-27;30109455;278
6;10;Autostart;2100;American Cheque;  Jarlsberg Travbane ;2020-04-21;30109455;203
4;8;Autostart;2100;American Cheque;  Biri Travbane ;2020-05-02;30109455;272
1;1;Volestart;2100;Varg Blæsen;  Jarlsberg Travbane ;2020-04-29;30109461;10
2;8;Volestart;2140;Lille Link;  Momarken Travbane ;2020-05-03;30109466;0
4;4;Autostart;2100;Circe des Emois;  Bjerke Travbane ;2020-02-13;30109560;89
4;4;Autostart;2100;Circe des Emois;  Bjerke Travbane ;2020-02-13;30109560;89
1;8;Autostart;1609;Circe des Emois;  Jarlsberg Travbane ;2020-03-06;30109560;81
1;4;Autostart;2100;Circe des Emois;  Jarlsberg Travbane ;2020-04-21;30109560;80
4;5;Autostart;2609;Circe des Emois;  Jarlsberg Travbane ;2020-04-29;30109560;NULL
2;6;Volestart;2140;Sitje Victor;  Momarken Travbane ;2020-05-03;30109584;10
2;5;Volestart;2140;Langlands Høvding;  Leangen Travbane ;2020-04-26;30109649;0
5;10;Autostart;2040;Beenthere Donethat;Forus Travbane ;2020-01-05;30109657;216
7;1;Autostart;2040;Beenthere Donethat;  Forus Travbane ;2020-01-28;30109657;115
5;8;Autostart;2140;Beenthere Donethat;  Sørlandets Travpark ;2020-03-01;30109657;126
6;10;Autostart;2140;Beenthere Donethat;  Sørlandets Travpark ;2020-04-25;30109657;104
4;11;Volestart;2160;Beenthere Donethat;  Sørlandets Travpark ;2020-05-01;30109657;202
7;3;Autostart;1609;Best Regards;  Bjerke Travbane ;2020-03-05;30109672;80
3;5;Autostart;2100;Best Regards;  Jarlsberg Travbane ;2020-03-12;30109672;100
6;9;Autostart;2100;Best Regards;  Jarlsberg Travbane ;2020-04-29;30109672;NULL
2;12;Autostart;2140;Goeie Gozer;  Momarken Travbane ;2020-01-17;30109698;42
7;9;Volestart;2100;Balder Odin;  Klosterskogen Travbane ;2020-01-04;30109752;0
2;1;Volestart;2140;Grude Elling;  Sørlandets Travpark ;2020-04-25;30109769;0
1;2;Volestart;2040;Grude Elling;  Forus Travbane ;2020-05-10;30109769;150
1;1;Volestart;2040;Kavaleren;  Forus Travbane ;2020-05-10;30109770;140
2;1;Volestart;2040;Song Of Eline;  Forus Travbane ;2020-05-05;30109856;0
3;6;Autostart;1609;Ricochet Face;  Jarlsberg Travbane ;2020-01-16;30109913;80
6;5;Autostart;1609;Ricochet Face;  Jarlsberg Travbane ;2020-02-14;30109913;80
4;6;Autostart;1609;Ricochet Face;  Bjerke Travbane ;2020-03-05;30109913;181
6;8;Autostart;1609;Ricochet Face;  Jarlsberg Travbane ;2020-04-19;30109913;109
5;9;Autostart;2140;Ricochet Face;  Sørlandets Travpark ;2020-05-01;30109913;197
6;8;Volestart;2160;Midnight Dreamer;  Momarken Travbane ;2020-05-03;30109940;-9
7;3;Volestart;2100;Jovial Star;  Bergen Travpark ;2020-02-23;30110003;0
1;5;Volestart;2100;Jovial Star;  Jarlsberg Travbane ;2020-04-20;30110003;-10
3;3;Autostart;2140;Lovato America;  Momarken Travbane ;2020-02-27;30110013;140
9;2;Volestart;2140;Silke Diamant;  Bjerke Travbane ;2020-03-04;30110091;10
8;3;Volestart;2160;Classic Sun;  Leangen Travbane ;2020-01-13;30110119;-9
7;4;Autostart;2140;Classic Sun;  Leangen Travbane ;2020-02-24;30110119;-9
2;3;Autostart;2140;Classic Sun;  Leangen Travbane ;2020-03-09;30110119;200
3;5;Autostart;2140;Classic Sun;  Leangen Travbane ;2020-04-22;30110119;NULL
1;3;Autostart;2100;Classic Sun;  Bjerke Travbane ;2020-05-06;30110119;240
8;1;Volestart;2100;Vertigo Juvel;  Bergen Travpark ;2020-01-09;30110396;0
1;2;Volestart;2100;Vertigo Juvel;  Bergen Travpark ;2020-03-05;30110396;-10
2;5;Volestart;2100;Vertigo Juvel;  Bergen Travpark ;2020-05-03;30110396;-10
2;3;Volestart;2140;Månestjernas Viktor;  Momarken Travbane ;2020-05-03;30110518;0
5;7;Autostart;2100;Spirit Yankee;  Biri Travbane ;2020-02-28;30110563;98
4;9;Autostart;2100;Spirit Yankee;  Jarlsberg Travbane ;2020-03-12;30110563;201
1;7;Autostart;2100;Spirit Yankee;  Jarlsberg Travbane ;2020-04-26;30110563;NULL
4;4;Volestart;2140;Nashville Yankee;  Bjerke Travbane ;2020-05-06;30110564;72
9;1;Volestart;2140;R.M.G. Red Red Wine;  Leangen Travbane ;2020-05-04;30110584;0
8;5;Volestart;2160;Wessel Odina;  Momarken Travbane ;2020-02-27;30110669;10
8;2;Volestart;2140;The Red Explosion;  Bjerke Travbane ;2020-03-04;30110818;0
2;2;Volestart;2100;The Red Explosion;  Jarlsberg Travbane ;2020-04-29;30110818;-10
1;9;Autostart;2100;The Red Explosion;  Bjerke Travbane ;2020-05-06;30110818;-10
4;9;Volestart;2140;Ejakval Boko;  Momarken Travbane ;2020-01-17;30110948;41
1;2;Volestart;2100;Ejakval Boko;  Jarlsberg Travbane ;2020-02-07;30110948;172
2;11;Autostart;1640;Ejakval Boko;  Momarken Travbane ;2020-03-10;30110948;62
4;9;Autostart;2609;Ejakval Boko;  Jarlsberg Travbane ;2020-04-29;30110948;NULL
8;1;Volestart;2100;Gigi Follo;  Jarlsberg Travbane ;2020-01-16;30110949;70
3;7;Autostart;2100;Gigi Follo;  Bjerke Travbane ;2020-02-09;30110949;161
7;3;Volestart;2040;King di Jesolo;  Forus Travbane ;2020-01-05;30110954;-10
2;7;Autostart;2040;King di Jesolo;  Forus Travbane ;2020-03-08;30110954;-20
2;9;Volestart;2100;King di Jesolo;  Jarlsberg Travbane ;2020-04-26;30110954;NULL
2;10;Volestart;2060;King di Jesolo;  Forus Travbane ;2020-05-05;30110954;-30
7;5;Volestart;2140;Jackpot B.R.;  Momarken Travbane ;2020-01-26;30111262;100
2;1;Autostart;2140;Jackpot B.R.;  Sørlandets Travpark ;2020-05-01;30111262;10
1;2;Autostart;2100;Garfieldz Prinze;  Bergen Travpark ;2020-01-23;30111309;420
6;6;Autostart;1600;Garfieldz Prinze;  Bergen Travpark ;2020-02-13;30111309;332
6;6;Autostart;1600;Garfieldz Prinze;  Bergen Travpark ;2020-02-13;30111309;332
3;4;Autostart;1600;Garfieldz Prinze;  Bergen Travpark ;2020-02-23;30111309;453
10;2;Volestart;2040;Prime Directive;  Forus Travbane ;2020-02-08;30111316;-18
3;5;Volestart;2060;Prime Directive;  Forus Travbane ;2020-03-08;30111316;-27
6;10;Autostart;2040;Prime Directive;  Forus Travbane ;2020-05-05;30111316;-36
3;1;Volestart;1600;Tiller;  Bergen Travpark ;2020-04-27;30111317;82
1;4;Volestart;2120;Tiller;  Bergen Travpark ;2020-05-07;30111317;184
6;8;Autostart;2100;Champlain;Biri Travbane ;2020-01-10;30111610;10
3;3;Autostart;1609;Champlain;  Bjerke Travbane ;2020-02-06;30111610;20
4;7;Autostart;2100;Larry Joe;  Jarlsberg Travbane ;2020-03-12;30111612;30
4;11;Autostart;1609;Eerin Am;  Jarlsberg Travbane ;2020-01-11;30111763;201
1;3;Autostart;2100;Eerin Am;  Bjerke Travbane ;2020-01-23;30111763;111
5;4;Autostart;1609;Eerin Am;  Bjerke Travbane ;2020-05-06;30111763;101
9;3;Autostart;2609;Falcon Dragon;  Jarlsberg Travbane ;2020-01-11;30111846;170
6;10;Autostart;2100;Falcon Dragon;  Bjerke Travbane ;2020-01-22;30111846;160
6;1;Autostart;2100;Falcon Dragon;  Bjerke Travbane ;2020-02-12;30111846;210
5;2;Autostart;1640;Falcon Dragon;  Momarken Travbane ;2020-04-28;30111846;200
6;7;Autostart;2100;Fox Dragon;  Bjerke Travbane ;2020-01-18;30111851;107
6;7;Autostart;2100;Fox Dragon;  Bjerke Travbane ;2020-01-18;30111851;107
6;9;Autostart;1609;Fox Dragon;  Bjerke Travbane ;2020-01-29;30111851;107
8;8;Volestart;2640;Fox Dragon;  Bjerke Travbane ;2020-02-22;30111851;77
5;9;Autostart;2100;Fox Dragon;  Jarlsberg Travbane ;2020-04-21;30111851;67
1;4;Autostart;2100;Tahiti Lady;  Bjerke Travbane ;2020-01-18;30111902;112
1;4;Autostart;2100;Tahiti Lady;  Bjerke Travbane ;2020-01-18;30111902;112
1;2;Autostart;2100;Tahiti Lady;  Bjerke Travbane ;2020-02-13;30111902;261
1;2;Autostart;2100;Tahiti Lady;  Bjerke Travbane ;2020-02-13;30111902;261
1;12;Autostart;2100;Tahiti Lady;  Jarlsberg Travbane ;2020-04-21;30111902;178
2;7;Autostart;2140;Tedo O.K.;Momarken Travbane ;2020-01-09;30111969;0
4;2;Autostart;1609;Tedo O.K.;  Jarlsberg Travbane ;2020-01-16;30111969;10
3;7;Autostart;1609;Tedo O.K.;  Bjerke Travbane ;2020-02-06;30111969;0
3;4;Autostart;2140;Tedo O.K.;  Momarken Travbane ;2020-02-27;30111969;0
4;10;Autostart;2100;Tedo O.K.;  Jarlsberg Travbane ;2020-03-12;30111969;100
8;6;Volestart;2140;Best of Brands;  Bjerke Travbane ;2020-02-26;30112055;0
1;3;Autostart;2140;Best of Brands;  Momarken Travbane ;2020-03-10;30112055;100
2;4;Volestart;2140;Missingmyr Viktoria;  Momarken Travbane ;2020-05-03;30112089;0
8;2;Autostart;2100;Floris Baldwin;  Bjerke Travbane ;2020-01-18;30112270;339
8;2;Autostart;2100;Floris Baldwin;  Bjerke Travbane ;2020-01-18;30112270;339
1;3;Autostart;1609;Floris Baldwin;  Bjerke Travbane ;2020-02-05;30112270;239
6;7;Autostart;1609;Floris Baldwin;  Sørlandets Travpark ;2020-02-15;30112270;350
1;8;Volestart;2120;Floris Baldwin;  Biri Travbane ;2020-04-24;30112270;270
6;11;Autostart;2100;Floris Baldwin;  Biri Travbane ;2020-05-02;30112270;392
2;3;Autostart;2100;Royal Unibrew;  Bjerke Travbane ;2020-01-15;30112318;21
3;1;Volestart;2600;Royal Unibrew;  Jarlsberg Travbane ;2020-02-29;30112318;129
1;2;Volestart;2040;Happy Dragon;Forus Travbane ;2020-01-05;30112335;251
4;8;Volestart;2080;Happy Dragon;  Forus Travbane ;2020-01-21;30112335;336
1;5;Autostart;2040;Happy Dragon;  Forus Travbane ;2020-02-25;30112335;384
1;12;Volestart;2590;Happy Dragon;  Forus Travbane ;2020-04-30;30112335;272
6;6;Volestart;1620;Happy Dragon;  Forus Travbane ;2020-05-10;30112335;388
2;9;Volestart;2100;Dalton;  Jarlsberg Travbane ;2020-04-29;30112489;NULL
7;8;Volestart;2160;Vollanfaks;  Bjerke Travbane ;2020-01-15;30112509;140
7;11;Autostart;2100;Vollanfaks;  Bjerke Travbane ;2020-01-29;30112509;40
1;11;Autostart;2100;Xita Lavec;  Bjerke Travbane ;2020-01-18;30112684;95
1;11;Autostart;2100;Xita Lavec;  Bjerke Travbane ;2020-01-18;30112684;95
7;9;Autostart;1609;Xita Lavec;  Bjerke Travbane ;2020-02-05;30112684;95
1;3;Autostart;2100;Xita Lavec;  Bjerke Travbane ;2020-02-13;30112684;234
1;3;Autostart;2100;Xita Lavec;  Bjerke Travbane ;2020-02-13;30112684;234
6;2;Autostart;1609;Xita Lavec;  Bjerke Travbane ;2020-02-22;30112684;246
7;10;Autostart;2140;Xita Lavec;  Momarken Travbane ;2020-03-10;30112684;256
6;7;Autostart;1609;Xita Lavec;  Jarlsberg Travbane ;2020-04-19;30112684;NULL
5;11;Autostart;2140;The Baron;  Sørlandets Travpark ;2020-02-15;30112686;130
1;9;Autostart;1609;The Baron;  Jarlsberg Travbane ;2020-04-19;30112686;20
6;11;Autostart;2100;The Baron;  Jarlsberg Travbane ;2020-04-29;30112686;NULL
4;9;Autostart;2100;Deepak Am;  Bjerke Travbane ;2020-01-23;30112709;9
7;3;Volestart;2140;Lea R.B.;  Momarken Travbane ;2020-01-17;30112710;-36
8;12;Volestart;2140;Lea R.B.;  Jarlsberg Travbane ;2020-03-06;30112710;31
7;10;Autostart;1600;Bad Boy de Chenu;  Bergen Travpark ;2020-03-05;30113001;-20
7;1;Volestart;2100;Bad Boy de Chenu;  Bergen Travpark ;2020-05-07;30113001;-20
7;10;Autostart;1600;Bad Boy de Chenu;  Bergen Travpark ;2020-03-05;30113001;-20
7;10;Autostart;1600;Bad Boy de Chenu;  Bergen Travpark ;2020-03-05;30113001;-20
3;3;Autostart;1609;Harley D.E.;  Jarlsberg Travbane ;2020-01-16;30113006;261
5;8;Autostart;1600;Harley D.E.;  Forus Travbane ;2020-02-08;30113006;251
6;6;Autostart;1609;Harley D.E.;  Jarlsberg Travbane ;2020-02-14;30113006;336
1;4;Autostart;2140;Harley D.E.;  Sørlandets Travpark ;2020-03-01;30113006;382
6;3;Autostart;2100;Uppers Unbeatable;  Jarlsberg Travbane ;2020-01-16;30113231;19
2;3;Autostart;2100;Uppers Unbeatable;  Bjerke Travbane ;2020-01-23;30113231;140
2;11;Autostart;2100;Uppers Unbeatable;  Jarlsberg Travbane ;2020-02-14;30113231;60
2;9;Autostart;2100;Uppers Unbeatable;  Jarlsberg Travbane ;2020-03-06;30113231;39
1;2;Autostart;2100;Hands Up;  Bjerke Travbane ;2020-01-18;30113276;213
1;2;Autostart;2100;Hands Up;  Bjerke Travbane ;2020-01-18;30113276;213
6;7;Autostart;2100;Hands Up;  Jarlsberg Travbane ;2020-01-24;30113276;203
7;3;Autostart;1609;Hands Up;  Bjerke Travbane ;2020-02-05;30113276;308
5;3;Autostart;1609;Hands Up;  Bjerke Travbane ;2020-02-12;30113276;306
6;5;Autostart;2100;Hands Up;  Biri Travbane ;2020-02-28;30113276;300
6;4;Autostart;2040;Hands Up;  Forus Travbane ;2020-04-23;30113276;201
5;7;Autostart;2140;Ursula Horse;  Sørlandets Travpark ;2020-01-19;30113280;129
4;5;Autostart;1609;Ursula Horse;  Bjerke Travbane ;2020-03-04;30113280;132
6;10;Autostart;2100;Ursula Horse;  Jarlsberg Travbane ;2020-04-26;30113280;160
1;6;Autostart;2100;Magic Talisman;  Bjerke Travbane ;2020-05-06;30113613;0
4;2;Volestart;2140;Tigerdrottningen;  Bjerke Travbane ;2020-05-06;30113629;106
5;4;Autostart;2140;Glennis Attack;  Sørlandets Travpark ;2020-03-01;30113728;229
6;11;Autostart;2140;Glennis Attack;  Sørlandets Travpark ;2020-04-25;30113728;129
1;9;Volestart;2590;Glennis Attack;  Forus Travbane ;2020-04-30;30113728;229
8;2;Volestart;2140;U.S.A. Face;  Leangen Travbane ;2020-03-02;30113769;90
6;5;Autostart;1640;O'Hara Garbo;  Momarken Travbane ;2020-03-10;30113812;-20
5;12;Autostart;1640;Sycamore Broline;  Momarken Travbane ;2020-01-26;30113813;70
6;4;Autostart;1640;Sangria Knight;  Leangen Travbane ;2020-02-10;30113834;100
9;12;Autostart;2100;Guli Roy;  Bjerke Travbane ;2020-02-22;30113926;19
7;5;Volestart;2100;Kringelandnehemja;  Jarlsberg Travbane ;2020-02-14;30114023;0
2;1;Volestart;2040;Kringelandnehemja;  Forus Travbane ;2020-04-30;30114023;0
4;6;Autostart;1609;Gretzky Boko;Bjerke Travbane ;2020-01-08;30114262;190
6;11;Autostart;2100;Gretzky Boko;  Bjerke Travbane ;2020-01-18;30114262;190
6;11;Autostart;2100;Gretzky Boko;  Bjerke Travbane ;2020-01-18;30114262;190
6;8;Autostart;2640;Gretzky Boko;  Momarken Travbane ;2020-01-26;30114262;90
8;1;Volestart;2640;Gretzky Boko;  Bjerke Travbane ;2020-02-22;30114262;129
7;5;Autostart;2140;Gretzky Boko;  Momarken Travbane ;2020-03-10;30114262;199
5;4;Autostart;2100;Gretzky Boko;  Jarlsberg Travbane ;2020-04-21;30114262;NULL
3;10;Volestart;2160;Gretzky Boko;  Sørlandets Travpark ;2020-05-09;30114262;260
6;7;Autostart;2100;Ivan;  Biri Travbane ;2020-02-16;30114351;29
8;2;Autostart;2100;Wunder's Caviar;  Bjerke Travbane ;2020-01-22;30114577;101
3;7;Autostart;1640;Brilliant Star;Leangen Travbane ;2020-01-06;30114653;80
3;4;Volestart;2160;Brilliant Star;  Leangen Travbane ;2020-01-13;30114653;169
2;1;Autostart;2140;Brilliant Star;  Leangen Travbane ;2020-02-24;30114653;80
2;5;Volestart;2160;Brilliant Star;  Leangen Travbane ;2020-03-02;30114653;170
2;5;Autostart;2100;Olimpo Doc;  Bergen Travpark ;2020-01-23;30114668;87
4;10;Autostart;1600;Olimpo Doc;  Bergen Travpark ;2020-02-13;30114668;90
4;10;Autostart;1600;Olimpo Doc;  Bergen Travpark ;2020-02-13;30114668;90
1;1;Autostart;2100;Absolutelynoexcuse;  Bjerke Travbane ;2020-01-23;30114697;188
4;3;Autostart;1609;Absolutelynoexcuse;  Bjerke Travbane ;2020-02-06;30114697;280
1;7;Autostart;2100;Absolutelynoexcuse;  Bjerke Travbane ;2020-02-13;30114697;268
1;7;Autostart;2100;Absolutelynoexcuse;  Bjerke Travbane ;2020-02-13;30114697;268
7;9;Autostart;2140;Absolutelynoexcuse;  Momarken Travbane ;2020-03-10;30114697;190
5;5;Autostart;1609;Brage Hindø;  Bjerke Travbane ;2020-02-12;30114773;155
6;6;Autostart;1609;Brage Hindø;  Bjerke Travbane ;2020-02-22;30114773;185
6;8;Autostart;2140;Brage Hindø;  Sørlandets Travpark ;2020-04-25;30114773;67
4;10;Autostart;2100;Uni Lest;  Bjerke Travbane ;2020-01-23;30114831;80
4;4;Autostart;1609;Uni Lest;  Bjerke Travbane ;2020-02-06;30114831;150
8;10;Volestart;2640;Uni Lest;  Bjerke Travbane ;2020-02-22;30114831;50
2;2;Autostart;2040;Ciku Brogård;  Forus Travbane ;2020-01-14;30114897;32
3;8;Autostart;2040;Ciku Brogård;  Forus Travbane ;2020-02-25;30114897;100
3;4;Volestart;2060;Ciku Brogård;  Forus Travbane ;2020-03-08;30114897;119
1;8;Volestart;2570;Ciku Brogård;  Forus Travbane ;2020-04-30;30114897;30
6;4;Volestart;1600;Ciku Brogård;  Forus Travbane ;2020-05-10;30114897;110
5;3;Autostart;2040;Silversmith A.C.;Forus Travbane ;2020-01-05;30114959;259
2;7;Autostart;2100;Silversmith A.C.;  Bergen Travpark ;2020-01-23;30114959;352
6;10;Autostart;1600;Silversmith A.C.;  Bergen Travpark ;2020-02-13;30114959;260
6;10;Autostart;1600;Silversmith A.C.;  Bergen Travpark ;2020-02-13;30114959;260
1;4;Autostart;2040;Silversmith A.C.;  Forus Travbane ;2020-03-08;30114959;241
6;2;Autostart;2040;Silversmith A.C.;  Forus Travbane ;2020-04-23;30114959;NULL
2;3;Autostart;2100;Chris K.;  Bergen Travpark ;2020-01-23;30115020;167
4;5;Autostart;1600;Chris K.;  Bergen Travpark ;2020-02-13;30115020;133
4;5;Autostart;1600;Chris K.;  Bergen Travpark ;2020-02-13;30115020;133
4;6;Autostart;2100;Chris K.;  Jarlsberg Travbane ;2020-03-12;30115020;118
3;6;Autostart;2100;Chris K.;  Jarlsberg Travbane ;2020-04-26;30115020;NULL
5;3;Autostart;2100;Concerto De Lou;  Bjerke Travbane ;2020-01-15;30115166;130
1;5;Volestart;2160;Concerto De Lou;  Leangen Travbane ;2020-01-25;30115166;120
1;2;Autostart;2100;Concerto De Lou;  Jarlsberg Travbane ;2020-02-29;30115166;160
1;5;Autostart;2100;Concerto De Lou;  Jarlsberg Travbane ;2020-04-21;30115166;160
4;11;Autostart;2609;Concerto De Lou;  Jarlsberg Travbane ;2020-04-29;30115166;NULL
6;9;Autostart;1700;Skytten Lisl;Klosterskogen Travbane ;2020-01-04;30115271;98
3;4;Autostart;1609;Skytten Lisl;  Jarlsberg Travbane ;2020-01-16;30115271;200
3;7;Autostart;2100;Skytten Lisl;  Bjerke Travbane ;2020-01-23;30115271;200
4;3;Volestart;2140;Global U.Neverknow;  Momarken Travbane ;2020-01-17;30115325;119
5;8;Autostart;1609;Global U.Neverknow;  Bjerke Travbane ;2020-02-12;30115325;110
7;11;Autostart;1609;Global U.Neverknow;  Bjerke Travbane ;2020-02-26;30115325;110
5;2;Autostart;2100;Dandy du Metz;Klosterskogen Travbane ;2020-01-04;30115467;120
4;5;Autostart;2100;Dandy du Metz;  Klosterskogen Travbane ;2020-01-12;30115467;90
4;12;Autostart;2140;Dandy du Metz;  Momarken Travbane ;2020-04-28;30115467;-10
6;3;Autostart;1609;Vincent;  Bjerke Travbane ;2020-02-22;30115542;30
3;2;Autostart;2040;A Child;Forus Travbane ;2020-01-05;30115543;73
2;5;Volestart;2140;Monster Merete;  Momarken Travbane ;2020-05-03;30115779;0
5;4;Autostart;2100;M.S. Triple J.;  Bjerke Travbane ;2020-03-11;30115983;160
6;10;Autostart;1700;What You Want;Klosterskogen Travbane ;2020-01-04;30115999;230
1;4;Autostart;1609;What You Want;  Jarlsberg Travbane ;2020-01-16;30115999;327
4;6;Autostart;2100;What You Want;  Bjerke Travbane ;2020-01-23;30115999;327
5;10;Autostart;1600;What You Want;  Forus Travbane ;2020-02-08;30115999;379
8;6;Autostart;2100;What You Want;  Jarlsberg Travbane ;2020-02-29;30115999;300
4;1;Autostart;2100;Abrakadabra;  Bjerke Travbane ;2020-01-18;30116001;200
4;1;Autostart;2100;Abrakadabra;  Bjerke Travbane ;2020-01-18;30116001;200
7;12;Autostart;1609;Abrakadabra;  Bjerke Travbane ;2020-02-05;30116001;190
6;2;Autostart;2100;Abrakadabra;  Biri Travbane ;2020-02-16;30116001;200
5;5;Autostart;1609;Abrakadabra;  Bjerke Travbane ;2020-05-06;30116001;210
5;2;Autostart;2140;Bastian Lendalund;  Momarken Travbane ;2020-03-10;30116263;69
5;3;Autostart;2100;Bastian Lendalund;  Jarlsberg Travbane ;2020-04-21;30116263;NULL
6;10;Volestart;2120;Bastian Lendalund;  Biri Travbane ;2020-05-08;30116263;170
2;3;Volestart;2140;Modig Ripa;  Bjerke Travbane ;2020-02-26;30116282;-9
2;3;Autostart;2100;Modig Ripa;  Bjerke Travbane ;2020-03-05;30116282;90
8;2;Volestart;2140;Modig Ripa;  Bjerke Travbane ;2020-03-11;30116282;116
2;12;Volestart;2160;Modig Ripa;  Momarken Travbane ;2020-04-28;30116282;NULL
7;4;Volestart;2120;Modig Ripa;  Biri Travbane ;2020-05-08;30116282;175
8;1;Autostart;2100;Livi Lady;  Jarlsberg Travbane ;2020-02-29;30116421;40
7;12;Autostart;1600;Le Vicomte;  Bergen Travpark ;2020-03-05;30116598;-20
7;12;Autostart;1600;Le Vicomte;  Bergen Travpark ;2020-03-05;30116598;-20
7;12;Autostart;1600;Le Vicomte;  Bergen Travpark ;2020-03-05;30116598;-20
6;9;Autostart;2100;Raleigh;Bjerke Travbane ;2020-01-08;30116624;100
1;7;Autostart;2100;Global Undefeded;  Bergen Travpark ;2020-01-23;30116691;291
5;5;Autostart;1600;Global Undefeded;  Forus Travbane ;2020-02-08;30116691;420
7;2;Autostart;1600;Global Undefeded;  Bergen Travpark ;2020-03-05;30116691;320
7;2;Autostart;1600;Global Undefeded;  Bergen Travpark ;2020-03-05;30116691;320
7;2;Autostart;1600;Global Undefeded;  Bergen Travpark ;2020-03-05;30116691;320
1;9;Autostart;1609;Gigolo N.L.;  Jarlsberg Travbane ;2020-01-16;30116827;49
1;8;Autostart;2100;Gigolo N.L.;  Bjerke Travbane ;2020-01-23;30116827;49
5;12;Autostart;1609;Gigolo N.L.;  Bjerke Travbane ;2020-02-12;30116827;110
6;8;Autostart;1609;Gigolo N.L.;  Bjerke Travbane ;2020-02-22;30116827;110
6;10;Autostart;2100;Gigolo N.L.;  Bjerke Travbane ;2020-03-04;30116827;191
6;12;Autostart;1609;Gigolo N.L.;  Jarlsberg Travbane ;2020-04-19;30116827;91
9;8;Volestart;2160;Dark Moni;  Leangen Travbane ;2020-02-10;30116954;-40
8;6;Volestart;2160;Dark Moni;  Leangen Travbane ;2020-03-02;30116954;-40
9;4;Autostart;2609;Etosha Boko;  Jarlsberg Travbane ;2020-01-11;30117433;260
